question,answer
When's your next video going to be and what will it be about?P.s I LOVE YOUR CHANNEL OMG IT CRACKS ME UP 😂😂😂😂?,"i have been working on it since before the last video was released. i can't tell you what it is, but if you are wily you might be able to figure it out."
Do people annoy you when they ask will you do history of [blank]?,
somebody has deciphered no castle in the comments so is the analysis correct?,i have not seen it.
why don't you swear as much as other ppl?,most people think i do it too much. that being said i don't have an accurate method of determining whether a word is a 'swear' word.
what happend in 2017 B.C?,i don't remember.
do you listen to music when doing work?,
do you think maybe mary just said she was a virgin so that her and joseph wouldn't get stoned to death?,yep.
do you think you will ever try and grow a beard?,no.
Do you ever eat SPAGHETTI?,
does rocks float on lava?,i'm not sure.
can you do a future of japan video?,not right now.
have you ever spilled your spaghetti on someone?,
do u ever get surprising re-realisations of how awesome everything is even when it's not great?,oh hell yeah.
are grapes violent?,not usually.
what's the password? (for the reality check)?,
what do you want for christmas?,make it to the promise land.
who are you?,
What if wanting something is still not enough to motivate?,then the motivation will not occur.
how do i become motivated?,want something.
do you support space exploration?,i don't think i have enough money and/or resources to support something like that. i hope they can still do it without my support.
is it the future yet?,it will be soon.
how can you be real if our eyes aren't real?,the same way that they are.
did you know Baekje is pronounced more like Peckchey?,"yes, did you know that if you ask google how to pronounce it, the number one result is a huge youtube video with a robot telling you to pronounce it the way i pronounced it. i was so mad that i even included an annotation in the youtube video, to encourage viewers to go to that pronounciation video and harass it. the bigger issue is that idiot robots have taken over the entire pronounciation game on the internet. it is impossible to look up the pronounciation of a word online, you will automatically get robots who actually don't know how to really pronounce it, they are just sounding it out no better than a person who doesn't actually know."
are stalkers your biggest fear? also i am sort of expecting your response to be my fear is not having enough time for all the cool stuff i need to do?,i think you are mostly right.
are you you?,yes.
What is your favorite food? My parents beat me?,
am i single?,i'm not sure.
you should collab with bill wurtz. i think your styles would mesh well together?,they actually don't. but our contracts unfortunately require us to work together.
do you prefer iced coffee or tea?,coffee.
can you tell  a lie?,sure.
how many licks does it take to get to the tootsie roll center of a tootsie pop?,
is beige a real color?,yes.
have you already reached maximum equillibrium in entropy?,"no, i am actually experiencing the opposite of entropy, whatever that's called. like when you do a huge amount of work in an organized fashion."
is there something that really makes u excited like u pee ur pants when u see it?,yes.
do you like talking to people?,yes.
what happened in 2017?,nothing yet.
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa?,i know what you mean.
do you like pears?,they are ok.
why'd you delete my number babe :/ x?,"i deleted everyone's number, and now i only use my phone as a compass."
i want to die?,you will probably get a chance to.
you never answered my condiment questions?,condiment questions are usually not very important to me.
when is it ok to use tritone substitutions?,when the result makes you feel ok.
what happened on Feb 1?,which year.
"if we see you in real life, what should we do?",continue living your life in a way that you feel is appropriate.
are you willing to work on a successful career and build a good life?,i've been doing that for several years. i am not sure if that counts as willing.
what level of a wizard are you?,0.
What genre of music would you're song I can play be in?,whoever cares about genre gets to decide the genre. so in this case that would be you.
do a bakcflip?,right now i don't have time.
whats your favourite number?,1.
this is me trying to be your friend. can you give me a list of instructions on what to do next?,i am not interested in telling my friends what to do.
"On a scale from 1 to 10, how sick are you of people bothering you for a new history video?",1 (i got a vaccination).
"Dear William of the Wurtz clan,I am writing to you on this wonderful autumn evening with a desire, and that desire is to receive information. Before I state what the information i seek is, i would like to provide a small amount of knowledge. There is a page on this very website known as reality. Upon the first viewing of that website, a screen is shown that says what's the password. I, as well as many others who are like me, click on the button that says  I don't know I am seeking the password, as I am very interested in what may lie beyond that wall. I believe that the world will be a better, more loving place if you would disclose this to the public. I am aware that this article may not be publicly displayed on this section of your web page, but I do ask that it may.With love,{Z}?",
do you think iceland is pretty?,yes.
Will I grow taller?,i'm not sure.
do u ever get sick of ur own style?,if i do then i change it.
are the same people asking if there's going to be a new video over and over again? (people if thats you stop it)?,i don't think so.
do you speak a conlang?,no.
will you give life advice of i ask for it?,i will try.
what's your opinion on clowns?,
"why are breeds of dogs not different animals, but crocodiles and alligators are?",it is up to you which animals to call which animals.
Do you think life is underrated?,i am not sure what its current rating is.
history of korea pls?,
do u ever feel in need of a paradigm shift?,oh hell yeah.
is the word selfie in your new history video?,no.
what is a word in the new video?,i agree.
"From all previous indications it seems as though you spend a very significant amount of time creating, and spend very little time consuming things others have created. Do you think that has influenced the way you create things, or that allowing yourself to consume more things would influence the way you create things? And do you do this because you don't enjoy consuming things, or because you want to spend more of your limited time on creating things? (Things meaning videos, songs, images, stories, and the suchlike.)?","i am on a 2 step program. step one is consume as many different types of content as possible, for many years, and get more and more enriched while also becoming more and more sad and jealous, wanting more and more desperately to create your own content, knowing and hoping in the future that some day the whole thing will flip around and you will be making mad content regularly. step 2 is when it actually does flip around and you start actually doing the content. currently on step 2."
What makes 240 less boring than 420?(reference to 11.14.16  8:15 pm)?,420 is like an old cliche meme. 240 is like 420 with a twist.
how do you feel about puffins?,i think they are doing a great job.
does the caterpillar know it will turn into a butterfly?,i'm not sure.
why havent you posted anything in a while?,because i have been working on a very long video the entire time.
whats the first word in the new video?,hi.
How to start making music with no talent or skill?,i don't know.
Where ya been?,"right here, in my studio, making a video, which is what i always do."
what's the password?,
What do you think of snail mail?,very few snails actually use it anymore.
what is the opposite of no?,yes.
what is bigger the list of all numbers or the list of how many numbers there are. this has an answer but I forgot it?,it depends what font.
"do you find it hard to take the dec 1st deadline seriously sometimes, since you are aware that it is slightly impossible?","i thought it would be, i have never used a deadline for a long project, i did not set one for history of japan until the final 2 weeks. but then i figured just because i have never tried it doesn't mean i shouldn't try it, because i needed to do something. this could have been a year long project, and there is no time for that. so i tried it, and so far it has worked miraculously well - i think i set just the right date - something that 'seems' possible. and regardless, it has seriously made things go faster."
do dogs know that they are supposed to have tails?,i think most animals assume they are the way that they are supposed to be.
how do you know that this question is posted by an actual person?,becuse this is the kind of question a person would post.
Do you prefer a hard mattress?,i usually set the dial to medium.
Do you ever dip bananas in melted butter and then smash them on your forehead?,no.
What's the best thing to do on a Sunday morning?,"it depends on your situation. for example, if your house is on fire on sunday morning, then the best thing to do would be to extinguish your house, or perhaps call the fire department for assistance."
what are you goals?,
teach me how to read?,i am trying.
"what has been the most difficult, creativity related issue for you to work past?",living with infinite ideas in a world of finite time.
what would you do if a currently popular late night television talk show asked you to be in their band?,i might not have time.
"bill, it's too bad that people complain about you relaxing too much and not releasing videos when you are busy making a video. when the video comes out, they will realize how hard you work and complain about you making videos and not relaxing enough?","it's ok, i have been through this exact thing before."
Did you ever actually reveal the topic of this video? I just realized I think people decided on a guess but I don't think you ever specifically stated it?,i'm not sure if i have.
"at the rate you're going right now, when do you think the new video will be released? take your time on it?","i am still pretending this deadline is real. the deadline is dec 1. just to be clear, this is physically impossible, and it has been since i set the date. but i am still taking it very seriously, and it has caused huge miracles to happen, and caused me to race to insane superspeeds."
could you elaborate on how this page is a learning experience for you?,"you have to find a way to deal with all the questions anyone could ever ask you. and it is also a fast track to all the latest memes and bits, like the one with the birds flying or whatever."
"do you put yourself in certain surroundings to help with your creative process (going outside, etc)?",right now i am doing the majority of the work on the computer. so i try to place myself near the computer.
oh golly what if you actually do finish by the deadline?,"i would throw a huge party, and then immediately make a new deadline for the next project, which would probably be 1 week away. i would start a song release schedule, probably weekly, and also do a notes update and a reality page update, and set very strict deadlines for all those."
how do i write a song?,"plan to make a certain combination of sounds happen, and document that plan, using detailed instructions in a language you can understand, in order to successfully recall and create it using whatever skills and resources you have available to you."
what video games do you play?,
HELP MY CAPS LOCK KEY IS STUCK?,
how do i breathe?,i don't know.
how do i write numbers?,i'm not sure.
single sided tape or double sided tape?,i don't see any tape sorry.
"How far along on the video are you today, or what phase/step are you on? and is it alright to ask? I ask out of excitement and support but I worry it comes across as impatience or rudeness?","at 5:30, on graphics. making insanely good progress. the graphics stage for history of japan took 30 days, and the best day i ever had last year was 30 seconds in a day, that was like the maximum (and i was working solidly all day every day). the past few days has been 47, 1:20, 58, 50. so i am crushing my rates from last year, which is good news because this vid is twice as long. it's all thanks to the imaginary deadline i am using (still technically impossible.) also the video is coming out wild."
do you feel calm at this particular moment?,yes.
do u ever say 'yep'?,yes.
what's your favourite affirmation?,yes i guess.
what video games should I play?,"all of them, if possible."
Are you happy in life?,
Can you make a history of russia?,
are you sure that Chicago is a real place?,yes.
conscious or unconscious?,
is your music on itunes or is there somewhere i can download your videos legally? cuz they're awesome but i don't want to pirate?,there are some on itunes and the other stores. but there will be much more once i start doing weekly songs after this video is done.
do u like video editing?,"the great part is when you can make what's in your mind actually occur on screen, for other people to see."
can i be your frneid?/?,
how do i stop being scared of everything?,start doing all the things.
Describe yourself in one word?,ok.
have you started writing any of the songs you're gonna release weekly/bi-weekly after the video is done?,"i have been vigorously writing songs ever since 2008. as usual, the songs i record will be a mix of already written, newly written, and/or updated material."
are you named after bill clinton?,not that i know of.
Is 'ok' a metaphor for 'fantastic'?,it can be.
what is the most common reason you don't answer a question?,if there is no answer.
would you consider becoming a buddhist monk?,not right now.
do you like metaphors?,they are ok.
Describe a pelican in 1 word?,looks like you already did.
can you recite the script for the new video from memory?,probably not.
make more histories?,ok.
why are there dead birds falling out of the sky?,because they can't fly.
"hey bill! this is not really a question but i really hope you know that a lot of us that seriously appreciate all this work you are putting into your next video. it seems that many people are unaware of how much you are pushing yourself in order to get this done, but i want you to know that there are people out there who really are thankful for everything so far! please make sure to eat and sleep and take care of yourself?",now ^ that's what i call a friend.
is your next project going to be about burnt towns?,there are burnt towns at 6:16.
whats your favorite instrument?,
do you consider yourself a nice guy?,.
do you get annoyed at repeat questions?,
do you get tired often?,maybe about once a day.
when will you have ads on your website? I really want them?,never. you will have to find another site.
Why japan?,
are you going to ig in compensation for vines death or some other short video platform?,i actually found a site that lets me post any length video i want.
I cant remember what question I asked?,
can I buy you?,
how do you suppose you'll feel when the video is finally done?,"very good, nice, etc."
why won't you do dog videos?,i am banking on dogs being able to make their own videos.
Opinions on Nick? -Nick?,not at this time.
do you consider yourself social?,no.
"when you say you're 1/3 done do you mean in terms of how much stuff you have left to do, or in terms of how long it'll take to finish? like is it quantity or timescale?","it is a year's worth of work, which i will finish in 25 days. i hope that answers your question."
Can you tell Not Nick to stop being such a jerk? - Nick?,ok i will tell him.
do you like banjo's?,yes.
are reptiles weird?,some people think they are weird.
when is the next update to the questions page?,now.
What is your favorite video game?,
what is ur beef with hats?,i do not have beef with hats. sorry for the confusion.
do u like 24 hour clocks?,yes.
Could you tell nick to stop putting his name on the question? It's mildly distracting. -Not Nick?,ok i will tell him.
what is your go-to drink if you are thirsty?,
bill i have a question?,well you came to the right place.
Do you prefer floors or doors? -Nick?,they both exist and i am glad.
have you ever combed your eyebrows?,no.
why does everyone have to sell things?,it is a stepping stone towards global collaboration.
do you like bees?,they are ok.
do you laugh when ur unhappy?,sometimes.
why do you make humorous music videos if you don't think you're funny?,"i don't try to make videos funny. i just try to make them awesome. or sometimes, for a thrill, i try to make them terrible."
how do you cope when people inexplicably think you're from the midwest?,i have never heard of any one thinking i am from the mid west.
"If u were a kitchen utensil, what would it be?",probably the door.
Are you famous yet?,i'm not sure.
where did you go question mark here?,when.
chips (sponsored) is listed as 0:05 when really it is ten seconds long?,"it was written for a site with autoloop. so it is really only 5, but posting it on a non-looping site and have it only play once would be kind of mean, you wouldn't even get to see how it really goes. so for some of those i sent it around twice, but to label it a longer time length would be unfair because it is really only 5 seconds of content."
do you still stack books?,i have only done it once.
what even is a penguin?,i'm not sure.
What is the best way to kill yourself?,try to get really old.
im about to fail college and get kicked out of the house any tips on what to do?,try kicking who ever is going to kick you out of the house out of the house.
will u be my friend?,
what;s the password?,
how long did it take people to find the reality page and start bombarding you with questions about the password after you initially launched it?,i will let you analyze the.
is it ok if doing my best only leads to ok results as long as it accomplished something?,it depends whether you would rather do something or nothing.
Do you question the existence of reality?,no.
are you a character in your life?,yes.
Please answer this question! >:D?,
have u considered making a page where you can ask us questions?,some of the other sites i use can do that.
What happens if I ask the correct question?,then you don't have to ask questions any more. you can just make statements for the rest of your life.
Do you agree with Pythagoras about the relationship of the lengths of sides of right triangles?,yes. i also agree with the all the other people who figured it out before him.
would you consider uploading a youtube video explaining you're making  new video to quell all the questions?,no.
"What was the point behind the videos containing an increasing number of brackets, with one containing a rick roll and another titled a brief history of spain (and portugal)?",.
Why do cows eat grass? -Nick?,perhaps due to hunger.
How do you like them apples?,sorry which apples.
Do you learn anything when you answer questions?,oh hell yeah.
how is the temp narration and the 66 temp jingles going?,"good, temp narration was done yesterday, today i have done 28 jingles out of 66, started at about 10am. still trying to finish them today. going to set some timers for the rest of the day to measure speed."
is there a song stuck in your head at this moment?,"i am recording jingle tracks for the new video so the current one would be in my head, until i do the next one."
"hey ive just saw all your reality stuff and its amazing to see how you had no clue you were on to something with the japan thing, why aren't you uploading more reality stuff its very insightful <3?","for exactly the same reason i was not uploading any during the production of the japan video. perhaps when this video is done i will do another round of editing/posting on the reality page, and leave 99% of my followers wondering what the hell i am doing in that time, just like last february through may, which is when i edited and posted 100% of the clips you see on the page now, and launched the page for the first time."
was it possible to do the entire temp narration and all 66 temp jingles in 1 day?,no but i almost finished the entire temp narr and then wrapped it up the following morning.
