question,answer
what is an obscure piece of music theory that has helped you in the past?,bagpipes are annoying. sorry bagpipes.
what is the secret to success?,be ruthlessly yourself.
Do you reccomend lying on the floor?,"sure, sometimes."
Bill how can I stop being depressed?,get abducted by aliens.
what do you thing about drugs?,does america count as a drug.
When you made all your reality videos did you make them because you thought they might come in handy in the future or did you make them for your own personal ref?,both.
So what's up with all the quotes about leadership etc on your walls? I'm intrigued?,they were there before i moved in.
do you like playing drums or do you hate it like a bitter lemon?,i like it but the set up and tear down is a real drag.
how do i stop being sad?,start being something else.
how do you motivate yourself to continue living?,there is still a lot of stuff i need to do that i think no one else is going to do.
What if i just stopped?,.
any advice on writing an analytical essay efficiently>?,just go in and analyze the fuck out of that shit. get right to the heart of the point in as few words as possible. using pictures might help too.
I know you made a reality video about collaboration but it was quite some time ago and I was wondering if ou still feel as conflicted about collaboration?,"i ultimately was able to move forward working alone, and have made a lot of progress since then."
why do i get tired of people so quickly yet i long for company and understanding?,maybe you are special.
is your bandcamp http://billwurtz.bandcamp.com/ actually your bandcamp? i see that songs cost money on there which i thought was something that you were against. you can avoid songs costing money by making them cost nothing?,.
"If this isn't too personal, around how much have fans donated? In particular, I'm curious if it's more than what ads would have given you if you'd chosen to go that route. (I totally admire your anti-ad stance, by the way.)?","i've gotten something like $500 from fans, in total. but i have received upfront advertising offers of $28,000, which i turned down."
"i dont have any money to spend on video editing software at all but would really like to try making videos like yours, do you know of any free video software that will provide me with the basics to get started. if i actually stick with this and make kind of nice videos with this software i will find money to buy better software and continue?","great news, you already have exactly the right attitude. i know imovie is automatically on every mac, and that should be more than enough to start with. i don't know what PCs have, i've really never used them, but that doesn't mean there isn't an easy option there too. i can't explain how strongly i think you are on the right track. starting with a heavier program, you will automatically fail. starting with an easier program, you will automatically succeed. and you will inevitably upgrade things as you are ready. and then everyone will want to know what program you use, and you won't want to tell them, because you will feel so much more passionately about the importance of starting simple, and that which program you choose doesn't matter."
i cant buy things i feel like every decision i make is the wrong one?,"try to make even more wrong decisions. with a little focus, you could become Wrong Champion."
do you love me?,
How did i get here?,where.
When will you make another video?,i am working on some now.
Do u think Obama will reveal UFOs like he said?,"he never said he would. but there is one guy named steve who is pretty sure he will, so."
how do i gain the powers of controlling potatoes?,outsell your competitors.
i am a piece of shit how do i stop being a piece of shit?,the way you are is just fine. it's up to you whether to call it shit.
if you were the president what would you do to make world peace?,"well, if you destroyed the world there would be peace. but i don't think that would be such a good idea."
Will there be more videos like history of japan? It's actually my favorite video on youtube <3?,
I kinda have to decide what I'm gunna do with my life in the middle of next year. What do I do? They always say do what you love but I love everything I do and I can't do everything? Pls Halp?,"stay confused for as long as possible until you can't take it anymore. that may not be the best advice, but it worked for me."
are you a question?,"yes, many. and also answers. everyone is made up of questions and answers."
also i have some things to say to you that are not questions but more likeyou know when you feel like you have too much love in your heart and you wanna share itwhere do i do that? i'd like to do that anonymously if possible?,"you can email me, or if you don't want me to see your name, just post it here and say don't post. i will never post any question that requests not to be posted."
will you make more history vids? they surprisingly really helped :D?,
Ask me a question?,what are some of the advantages and disadvantages of updog.
how can I tell if I want a tattoo?,"just get it, and if you don't want it later you can always decide to regret it."
Does music have to be worth something to athe least one person other than the composer to mean anything at all?,"it's hard to say, because what if the composer is living alone and writes something that will be meaningful to a lot of people once it is heard, but hasn't been heard yet."
"how do you feel about breaks in consciousness and the crippling uncertainty that you are not the same person that went to sleep earlier, but perhaps just a perfect clone filled with that person's memories and personality? asking for a friend?",i don't see the difference.
why does my dad hate me?,same reason you hate someone else who thinks you hate them but you don't.
"why did you change your answer for that fav question? by the way i fully agree eith everything you're saying about favourites, it doesn't make sense to have favourites because everything is made up of several different qualities that make up a thing and you may really like certain aspects of things at certain times and dislike different aspects of the same thing at different times, its crazy to decide that any one thing is something that you like above all other things and sometimes even vague comparisons between two things can be hard unless given criteria for why you would prefer another?","it was a tough question, and it really got to me. maybe because the person called me a douche. it kept bothering me an hour later so i revised the answer, which i do sometimes with difficult questions. i'm so glad to hear that someone gets where i'm coming from on this issue."
example of right and wrong bridge (in your opinion as for what the music wants)?,naming specific songs and critiquing them is too sensitive to talk about here. would love to talk about it via.
I'm?,sorry.
what is your fave animal?,
do you like pie?,let me check.
"Do you know your Myers-Briggs type? Even though I don't know you personally, I feel like you are an INFP due to your shyness, emotional sensitivity, and empathy for other people. You don't seem to harbor any negative emotions toward anybody, except yourself, which is a strong sign of dominant Introverted Feeling, which is the leading cognitive function of INFPs. You are also very creative and break the rules with your videos and go off on a tangent frequently, which hints towards a high Extraverted Intuition, which is the auxiliary function of INFPs. If you have no idea what I'm talking about, you can look at your description here: https://www.16personalities.com/infp-personality?",
what are you?,
why don't you use upper case?,PERHAPS YOU COULD ASK YOURSELF THAT.
"Have you ever considered doing a video where you just talk to us and we can get to know you, like answering these questions that you get, but in video form ya know?","if i'm answering questions in videos, i think i would prefer to fully."
what does it feel like to be you?,very serious.
what is a good way to exist nicely?,"i dunno, fly kites."
are you 100% sure you're alive?,great question. yes.
do you have a message for your fans today?,"hi, hello, etc."
my friend and I are wondering if you're ok and/or single?,i am both.
why are we like this?,to see what it's like.
i am not sure if im real what do i do?,you are as real as real gets. so don't worry about it.
is everyone the same or do they just seem that way?,i find that people have many similarities and differences.
How are you today? (5/22)?,
"HI MY NAME IS FRIND, PLEASE COULD YOU TELL ME YOUR FAVORITE MUSIC GENRE? thanx?",
what's the place you'd most like to go to right now?,cambodia.
Do you think it's important to find a 'purpose' in life? Or do you just sort of go with what you're feeling at the moment? If that makes sense?,you'll know if it's important.
"history of japan seems like it was such a big risk, how cool was it to see it pay off like that?","it's pretty neat, and great news for risks. which is good, because now that everyone thinks i'm only doing history for the rest of my life, it looks like it's time for another risk."
are you going to make more videos like history of japFUCK FUCK FUCK FUCCKKADGLWRJ R)@#U$@$GKBFM>VFF:?,
what is a question?,
Are you an optimistic person or do you find it easier to simply feign optimism when dealing with life's problmes?,i am extremely optimistic.
would you like a hug?,
just asking to see the time?,
when will the world end?,it has been ending and starting simultaneously this entire time.
Will you ever do a non-singing video? I want to get to know you?,i have done many many non-singing videos. i used to do them every.
say the first word that comes into your head right NOW (please)?,"shromp. wait no, actually shormp."
what do you do when you're sad?,walk through several zip codes.
Would you like a girlfriend? *wink wink*?,yes. but i'm not sure if i'm capable of getting one.
this is not a question?,
Do you think I'm cool?,i don't know who this is. but everyone is cool. so yes.
What's your opinions on queen Elizabeth?,i think she has been the queen for a very long time.
do you appreciate memes?,what's a meme.
when new video pls respond?,i'm writing a whole bunch of videos now.
Whats the point of not killing everything?,all those things get to live.
"okay, so, basically you have (or used to have) a group of friends, right? i'm referring to the mail you forwarded with your record and the recipients : )?","i actually don't really know most of those people, and some of them i have never met. but they were all confirmed fans, which i found out from consulting the 2 (maybe 3) people who i originally gave the music to, who in turn gave it to all their friends, and their friends friends, etc."
hey?,hi.
Do you have a message for me?,who is this.
What's your personal view about Texas?,it is technically part of the United States.
Will people ever run out of questions to ask you?,many people already have.
will you support trump if he is elected as presidential man?,.
are you gonna make history videos for countries besides japan? that would be cool?,
"Why do you refer to yourself as 'we' in your 'reality' clips? (Congratulations on releasing it btw, you've fully exposed yourself as being an enigma.)?","i think i use i you and we equally. if you happen to know which is the correct pronoun to use when talking to yourself, feel free to let me know."
Have you ever tried making a poem into a song? As in using the words as lyrics and making a tune?,"doing that is very uncomfortable for me. i strongly prefer to be able to create the lyrics and music together. doing it completely seperately would be a fun challenge, but in my opinion not the best way to create music. then again i live by myself and am insane."
"Is Bill Wurtz, who you portray right now, a character/persona? Or is this genuinely just you and you're actually this ingenious and amazing?",
what is music?,
will u ever make more jazz?,"probably, but it's not that big of a priority compared to more music, and different types of videos."
why are we alive and why does it matter?,it doesn't have to matter if you don't want it to.
did you actually walk that 8hr walk inland? like forreal? I gotta do that?,"yes, i do that type of thing a lot. i can't explain how fulfilling it is."
how can I stop being jealous of you?,realize i don't have that much.
"Have you ever been to Japan? (No, I am not asking whether or not you will be making more history of videos.)?",
do you like ribbons?,they seem nice.
what is your advice for someone whose musical ideas are not flowing?,revert back to whatever made you want to do this in the first place.
why do you have such an affinity for lowercase letters?,YOU JUST ASKED THAT QUESTION USING ALL LOWERCASE LETTERS. PERHAPS YOU COULD ASK YOURSELF.
do you have a process for music writing or does it just flow?,"you have to use both. the original idea usually comes out of nowhere, then you have to usually do the work to bring it into reality."
what do you think of the time and it's 24 zones?,i think they are all doing a great job.
have you ever been arrested?,no.
What do I do if I'm nervous about exams?,take the exams.
how many hours in a day do you spend watching cute animal videos? im worried you aren't watching enough friendo?,0.
are questions real?,some of them.
when will you upload more videos on youtube? they are very fantastic and good looking?,as soon as possible.
"hey not to like tell you how to do your website, cause it's yours and people bother you about that all the time, but i just thought you'd like to know that if you embedded your videos from youtube instead of uploading them to your site they'd load faster.  Then again, you'd probably have to make an individual page for each one, which would be time consuming.  But then i guess you could just link directly to youtube.  idk where i was going with this?","i think they would run slower if i did that. also it is extremely important that it runs without glitches once it loads, and also to be able to have quick access to any point in the video, easy pause/unpause, etc. all those things are made extremely difficult on youtube. also, easy downloadability is something i value above all else. the ultimate viewing experience is watching it on your hard drive, in my opinion. that's why it is extremely important to me to provide that experience for people. that's what this site is for- i'm giving you all this content. for those who prefer the youtube experience, they can watch on youtube. and for the shorter ones i would recommend vine."
will we see the side project you are working on?,absolutely. i am now trying to wrap it up and post what i have. looking forward to moving on with my life.
"If you ever develop a live show, what do you think it'll look like? Would you play pre-recorded audio and sing along, or would you find other people to play the other instruments? Or would you do something different that we couldn't possibly imagine?",
How to be as epic as you?,don't take yes for an answer.
why am i so afraid of getting my work done?,because you haven't decided how you're going to do it yet.
maybe what you're making isn't a video at all. and maybe its like serious. or something?,
can you be my friend?,
do you think the Riemann hypothesis is true?,yes.
what do you think happens after you die?,whatever you're ready for.
what do your relatives feel about the videos you create?,i'm not sure.
what do you think of lamps?,i think they are great.
Talk to me about externatities and the buffer stock scheme?,buffer stocking would be when the government keeps a huge stash of memes in case of a meme shortage. externalities would be like pollution from the meme factories.
pepsi or coke?,
what is your favorite kind of angle? obtuse or acute?,.
Do you prefer eagles the band or animal?,i think they are both doing a great job.
"did you ever check out this website this cool guy made to let people ask him questions? you should try it, links at http://www.billwurtz.com/questions/questions.html?","yea, the guy's a fuckin jerk. he won't even answer my questions. i've been trying to ask him what his favorite band is for weeks. it's like he doesn't even understand the question."
i miss you?,i miss you too.
Why is eye contact so hard for me?,it is probably due to your thoughts and feelings.
what are your thoughts on shoehorns generally?,i think it could be a real game changer.
What do I do if I want to be funny but I'm not and I can't remember jokes that well?,i think you are on the right track.
can u answer emails like faster? ive sent like 4 in 2 days and got nuthing >:(?,check the address. i haven't gotten more than 1 email from anyone in the last week.
"could you consider making a history series? It doesn't have to be that accurate, as long as it is entertaining?",
mbti type? (entp?)?,
what do you think of vegans?,"i have many vegan friends, and let me just say, i think they are wonderful people."
Where do parents come fro?,more parents.
Any tips for getting through high school finals? pls help?,you're asking the wrong person. i did not do well.
where are you?,pyongyang.
Do u love me?,
"have you generally found the workflow to be more straightforward to compose music first and create the video afterwards, as opposed to creating a video and then scoring the music to that? also i love you and i'm happy you're working on what you love for forever?",it depends which video.
any advice on how to stay sane?,"think about the nearest ocean, or other major geographical feature."
AAAAAAAAAAAAAAAA?,you make a good point.
who are you?,i will check.
Do you currently only answer quick questions which don't require much thinking? So u have more time to work or something?,no.
what's something I can stop worrying about for good?,the unibomber.
Do you believe there is an inherent meaning to life? Or do you think life is ultimately meaningless but that individuals should find their own way of making their life mean something? Thanks?,
why do you think that some concepts are really deep and some concepts are really simple or at least appear to be? what makes it so concepts are some certain amount of deepness or simpleness? sorry if this is a bit unclear?,if you go to settings you can adjust it.
why?,to try.
do you pronounce gif as gif or jif?,i have never said it out loud.
How to be in college but still be productive and work all the time on things I care about? (music)?,"if you don't go to class, that will free up a huge block of time right there."
what do you think about the internet?,i think it's off to a good start.
"will you make more of the history of ... videos?I read somewhere in your other video before you uploading the history of japan,you said you are preparing new video in the last 4 months?is that how long you make the history of japan video?if yes,will it mean there's still hope for another history of ... videos?sorry for bad english,also please try not to die before finishing atleast 100 history of videos,if you die bfore finish that 100 videos I'll kill you to death!im not joking,thx?",
how are social norms your favourite memes? you don't seem to conform to them and this is unrelated but personally social norms are 100% my least favourite memes?,"for those of you just joining us, the word favorite makes my mind implode. i usually either refer favorites questions to the."
Do you like me? CAUSE I LOVE YOU?,who is this.
"in order to maximise originality, do you avoid listening to or watching other people's work? You seem to place a large focus on doing what other people don't do, so surely seeing other people's stuff would affect your subconscious? Thanks?","i think you're right, but the real reason is i don't have time. i do make an effort to keep up with popular radio, but if i want to succeed at what i'm doing it requires full time hard work, so that's the more realistic reason why consuming of other content is sometimes neglected. if i spent my time watching other peoples' content, you would see much less content from me, and there is already not enough, in my opinion. i hope that makes sense."
are you afraid of dying?,more afraid of being born. whoops already did it.
what is your favourite meme?,social norms.
is there a chance that you'd still be romantically interested in someone if they did not have good math skills? asking for a friend?,who knows. anything's possible.
how long did it take you to make the japan video? love from finland?,
okay i know you have a yes video and a no video but did you also make like a maybe or i don't know? or did i imagine those?,
"i am, new. trip, i am ,  new trip. i am, the colors are insane. is this about an acid trip? the answer is either 'yes' or 'no'?",great question. no.
When Will You Do The Next History Of A Country? Really Waiting For That :)?,Right When You Least Expect It.
When are you uploading your next YouTube video? We miss you?,2016.
what is your favourite thing in the world?,the sun.
answer: yes?,now you write the question.
do u like clams?,never had one.
how far do you have to look back in your past work to start finding it embarrassing?,about 6 months.
in the sheet music of i like there's a second verse so i was wondering why it ends after the oh damn yeahs instead of continuing?,wow i totally forgot about all of that. guess i must have made an executive decision in the studio. probably thought it was stronger to wrap it up there.
is it okay that i ask almost more than three questions a day here?,i think that's great. i'm sorry if i haven't been able to answer all of them. feel free to introduce yourself if you haven't already.
modern medicine: fact or fiction?,murder mystery.
isn't it ironic how i like alanis morissette i learned the word from her?,"hey what can i say. you live, you learn."
who is the best?,"you, duh."
did you ever get bullied in school bill?,the bar has been constantly lowered for bullying. nowadays i think frowning at someone is considered bullying. so yes i was bullied.
What are you looking for in a significant other? Other than them being 'as impossible as' you?,strong math skills.
"i know you work alone, I get that. but have you ever tried creating with another person? The biggest advantage I take out of this is because it is more fun, to laugh with another one. keep up the good work! love you?","trust me, the only reason i work alone is because i have to. i spent years and years thinking you were supposed to collaborate, and that i was just messed up for not being able to make it work. i knew i could do it alone, but i thought it was frowned upon. and i knew it would certainly be more enjoyable and less lonely to work together with someone. but i very rarely found anyone i could work with, and i tried many many times to collaborate and failed miserably. i just always wanted to take it to mars way too quickly. no one would really take me seriously. while the whole time i thought i was the one being serious. finally i saw an interview with a very successful songwriter about collaboration, and he said i actually don't collaborate well. one of the reasons i like songwriting is because it's something you can actually do all by yourself. that's when i finally stopped feeling guilty about it, and that's when the real work started. ever since then everything has been going fine, although i am still lonely."
have u ever been in love? with a person? I only include that last part bc u have a tendency to avoid answering questions by being a smartass?,i think the proper term is dumbass.  and yes.
did u bulid this website or someone did it for you? if someone did it for you kill him and if you did it kill urself my man?,
Rate your memory from 1 (almost non-existent) to 10 (almost eidetic)?,9.
"Est-ce que tu voudrais une amie nouveau?(C'est moi, l'amie est moi)?",oui svp.
How do you deal with procrastination ? ... Also hi?,
what kind of tiger would you be if you were to be one?,"a sensible one, with a strong moral compass."
Can you make more Japan type videos? They're funny and informative and can make u $$$?,
"why the umbrella, dude?",
ETA on next history video even like a month or year please watching your Japan one over and over only does so much for me?,"the japan video was a surprise. no one expected a video in that format from me. so far surprises seem to do very well, and i will continue on in the surprise format."
what do i do if im not musically talented but all i wanna do is make music?,"if you know that's what you really want to do, then you are going to be just fine."
what time do you go to sleep?,"15 - 20 hours after i wake up, if possible."
when do you wake up?,"usually about 7 - 10 hours after i go to sleep, if possible."
"do you ever drink tea, if so what type?",no.
what's a band?,
what type of software do u use for ur videos. I have a history presentation coming up and the teacher said make it not lame af?,i don't see how those 2 issues are related.
"What is your religious belief (god, dog, pasta)?",it's cool.
how often do you stay up through the night?,"i am awake for at least some of the time during most nights, and days. i hope that aswers your question."
bill are u dating someone?,not sure what that is. i don't think i have ever done it.
TYPE A WORD QUICKLY WITHOUT THINKING GO?,"plufk. no sorry, plorfk."
what's your favorite word (mine is suckle)?,my favorite word is of. some days it is the only word i use.
why is it so hard to be a person?,it improves your skills.
"hey so since you've reserved a name for yourself on younow and you actually want to livestream something, why don't you just livestream yourself answering these kind of questions? if you get like 50 - 100 questions per day i'm sure you could get a bunch of them for the session and they won't all be trolls they could be like a lot of the nice questions you get on here like about your music and about you and like advice?","it would be pretty boring, just me typing."
Yo fam :D will you still do more history videos like the history of japan? :o  Bigfan here m8. Eyy lmao?,
also do you think you're cool?,
would you maybe consider doing a livestream of something fun? even if it's book stacking 2 it'd be a boon?,yes.
pls date me?,ok.
what is ur favorite thing to eat?,ideas.
how do you go about harmonizing people? (like paul and the weather lady)?,"first i find all the notes. speech is kind of crazy, a lot of notes are actually big swoops, so you have to make a lot of decisions on what to say the notes are. then you have to go through and decide how the chords should go, and i have no way of explaining how i do that. there are a billion ways of doing it, and it's really like writing. you have to find a way to paint a musical picture out of the nonsense. it's a really crazy task, and you have to think of the big picture."
Am i alive? cuz i don't think so?,as of 10:42pm UTC you were. and if you are reading this now you also are. i hope that helps.
"what do you think of England? (eg. good, bad)?","very english, in my opinion."
i noticed that i dont think anything is real. what do you think?,that doesn't really change anything.
WHY DID U STOP MAKING HISTORY VIDEOS PLEASE?,my most recent video was actually a history video. it was also my first. i think start would be a better word than stop.
A day= the time since the clock read 00:00 most recently. How has your 'day' been since that time?,pretty good.
Do you know this guy? http://www.billwurtz.com?,almost.
"i noticed you've been more sassy lately, why the sass?",i haven't noticed that. also what the heck is sass.
how do i play the electric guitar?,"press strings against the frets with your left hand, and pluck or strum the strings with your right hand."
When are you posting your next video? Are you gonna go back to short ones?(4-15 seconds) or longer like history of japan? thamks! love your videos :)?,"i love all the time lengths, and many many different formats, and have been wanting to explore it all for a long time. in 2015, my biggest following was on vine, which has a 6 second time limit. this resulted in a lot of pent up desire to do a wide range of much longer projects. i finally got my first one done, and forunately it was received well, and during the next year or two i will be continuing to explore a wide range of possibilities in longer content, although over time i hope to settle in on a good balance of all time lengths (everything between 1 second and 10 minutes)."
how can i show someone that im eating my cheese aggressively without saying  im eating my cheese aggressively >:( - self?,"i think your best bet would be to actually perform the action in front of them, or via video feed."
how do i play bass guitar?,"press a string against a fret with your left hand, and pluck the string with your right hand."
Are you going to do more ideas like there history of Japan? I think a lot of ppl would love to see more tbh?,
any idea on why russia bought 5 dolphins secretly?,"to help spot underwater enemies, particularly in the black sea."
best way to adjust to jetlag or just moving to different time zones and having to wake up at very different times in general?,"take advantage of your unique locational and circadian state of mind, and take a moment to reflect freshly on your current life circumstances. it will be easy to think in a unique and fresh manner at this time, because you are in a new location, and awake at perhaps an unusual time."
why did you decide to start making these videos/jingles? (which i love)?,"had years worth of written content, but nothing was getting recorded fast enough. i finally snapped on about jan 29, 2014 and made up a 5-day a week content posting schedule, and followed it for a long time, and eventually made a few slight adjustments."
its me ur girlfriend hi?,hi. do you really think this page is the best place for us to communicate.
its me ur future girlfriend hi?,hey. i miss you.
i constantly feel down on myself because i believe i am not right. i dont feel like i can make a succesful song or anything of the sort. how do you do it? im just very curious because the way you do music really interests me?,"i am going to give you the same advice which was given to me, which is absolutely no advice. it may not seem helpful, but if spend a couple of years letting it really sink in, you will be well on your way."
how long did it take you to make history of japan? It's really well done so I expect it would've taken months at least?,
do u have any advice for today's youth?,"continue being young, and then get older eventually. hope that helps."
can you upload morenot really a question?,.
i am very very sad today can u help me feel better?,i am trying.
How do you spell question?,question.
how to hire a samurai?,
how do i ask a question?,
Would you ever want to collab with anyone ? Need any partners ? Your videos looks fun to make?,i don't collaborate.
do u like me?;) check yes or no?,who is this.
what is the moon made of?,"rock, i guess."
what are your thoughts on thoughts generally?,they are more connected to your breathing than you might realize.
how do u overcome procrastination?,
Do you have an opinion on drugs? Select;1. They're good. I like them2. I don't give a shit3. They're Bad™?,"depends which one, and also what counts as a drug. also what counts as good and bad."
"in the early twentieth century, nationalist movements in africa, asia, and the middle east were led primarily by?","um, the british? just a wild guess."
do you think people can train perfect pitch or would they just be straight fucked if they didn't get it within the first 3-4 years of their lives?,"depends how good you want to get it. mine was mostly reclaimed at a later age, and as a result i have it at least as good as most people who claim to have it. so i just say i have it."
Will you make more educational videos? :3?,
you're really cool how can i be as cool as you?,
my favorite saying is 'fuck you' what is yours?,"my favorite saying would vary depending on what is needed to communicate. for example, if my house was on fire, my favorite saying might be something like aaaah the house is on fire."
what are your thoughts on boxes generally?,"i think they're great. a very useful asset, worth the investment."
did i see you in a grocery store once? i doubt it?,"it is likely. in just the past 5 years, i have been to the grocery store twice, and one of those times i was there for more than 3 minutes."
i love u will u marry me?,yes! i marry people all the time. it's one of my hobbies.
whats my name?,if i had to guess i would say osama bin laden. although i am not sure.
do u answer all of these?,
Wouldn't it be amazing if all lonely people happened to get along with eachother?,i think they probably do.
"assuming that you're not currently working on videos, does it feel any different to be working on something else? or not really?","well, yes. it that sense it reminds me of working on japan, because that was something totally else and it took a long time to make and nobody really knew i was doing it. so this process reminds me of that, but this project is actually even more else. it really stresses me out sometimes how else this thing is. but i have to do it cause i've been wanting to do it for a long time and this is the right time."
I think I have depression. Any tips on how to survive?,try doing things sideways.
how come that at 5:27 you answered a question then at 5:25 pm you answered another question above that? i dont think time works that way?,"the times are when asked, not when answered. but i do intend to keep them in order, and i fixed it. thanks for letting me know."
help how do i get a girlfriend?,step 1 is to ask someone who still hasn't figured it out. congratulations on completing step 1.
i forgot the watercolors at school and im going to get a zero on my project h e l p?,"people have made way worse mistakes than that, possibly even in your class."
?אתה מדבר עברית?,לא.
להיות האהבה שלי?,בסדר.
are you worried you peaked with japan and are on a slow decline into mediocrity?,no.
do sunflowers come from the sun?,not exactly.
How Can Mirrors Be Real If Our Eyes Aren't Real?,they are both equally real. i wouldn't worry about it.
what are your shower thoughts?,i think they are good. i wish more people in the world had access to them.
"last night i asked if i could buy you a house. since you said yes, where would you like it to be? what kind of house? how much money can i spend? all these questions are pertinent to the survival of the wurtzian race?","spend as much as you want. looking to be in the vicinity of new york city (if you go outside the city, i would say go in the long island direction. also not on the southern coast). need a studio where i can make noise, so if there are neighbors then there needs to be a sound isolated basement or something."
is feeling lonely selfish?,not if you are.
where are all of the geckos (or at least most of them?)?,"most of them are on the television, ensuring daily that you have a miserable experience."
Will you do another history video? It was one of the only times I thoroughly enjoyed learning something that won't help me in life?,
what inspires your songs?,the part where you get to make something up and have it go into peoples' minds.
"do you examine your own motivations (in a rigorous sense?) if so, do you find it helpful, frustrating, useful? thanks for happening to exist (and both of those separately)?",yes.
Opinion of King Henry VIII?,i think he's doing a great job so far.
what software do u use?,
what note is the best note?,"that's hard to answer, because the main reason notes are good is because they are bad."
How do you balance witty-online-cynicism and compassionate humility? How many focus groups did it take? Thank you for much (more than i probably now realize)?,.
"Why do i want to ask you a question?p.s. i don't expect you to be able to tell me, but that doesn't preclude an answer?",because there's no other option.
"So the AP European history exam is in 10 days any chance you might happen to be doing a vid on that, otherwise rip me. Thanks for your time?","i can't do another history video now, i just did that."
"hey Bill,have you got a name for that classic soul progression that goes VI-V-Im-VIIm-III-VI-V -Im? Like just the two of us or if you want me to stay (but in this case already beggining in the root), and have you ever heard any nice twists to it?Keep up the good work! Love you?","i don't have a name for it, other than to say it's the good old 5min to set up the 4 except it's used from the perspective of the relative minor. so like, if you're in a minor key, it's when you go ahead and smack the flat7min7, to set up the b6.  honestly, a pretty slick version of this which you might get a kick out of, is in the verse of 'let me love you one more time' (benson). and then there's obviously biggie's 'big poppa' which i believe is actually just isley brothers. also check out the second verse of a song called You by mya, on the word grow. this one has the extra passing tone thrown in for bonus points. Also, another twist i just thought of -- a lot of songs do like a 2-5 and then another 2-5 a whole step lower -- so it actually kind of has that same effect when it hits the 2 of the second 2-5-- sounds like the b7min7. example of that would be c'est la vie by robbie neville. 'love' by musiq does another one chromatically in the verse, but the melody doesn't obey it as well as the 'mya' example.  here's one that may seem subtle -- there was a mariah carey song (maybe 2006??) called 'shake it off it's really just 3 chord hits, but it implies the same thing. t-pain 'show you how' also uses it pretty quick. also 'luv' by janet jackson uses it very expertly, with a gold-plated tritone substitution thing for the inbetween chord. basically all these are the b7min7 (to usually set up the b6) from a minor key. hope that's what you meant, i'm just taking that as the main common thread between your examples. ultimately this is a good technique, which i bet not many people know nowadays, and it is surely a great way to get chicks."
"So, you think walls are a hoax... What are your opinions on doors? (I haven't seen your opinion on doors yet and I am curious)?",are you kidding? half my material is about doors.
