question,answer
"Why do the key changes at the prechoruses of we could just get high not follow a pattern? (D to A, D to C#, G# to Bb)?","why would they follow a pattern? the human listener notices how it feels, not how it looks when you analyze it on paper. it's kind of like how stories have twists and turns and surprises. Actually, i was stumped on this song for months -- i had verse 1, cho, verse 2, and just was losing momentum in the second chorus --- that was before i had the idea for the second key change. then all of a sudden it occured to me to put the second chorus in a much different key, and that really sparked the right feeling at that point in the song. The first chorus already sort of had that effect (raised a whole step), and it was a natural continuation of the 'liberating/escape' feeling to have the second chorus be unexpectedly even more adventurous. From that point on, it was just a delicate balance of where i thought it should go next, and i just listened carefully to where it wanted to go from there, and the song was finished very quickly."
have you ever had lucid dreams?,
why are people so interested in your opinions?,you would have to ask the people.
do you not desire something better than working for your instruments?,"well, i wish they could teleport, and i wish i could teleport. i generally wish teleportation were possible."
how should we deal with climate change. i keep hearing that we have a irreversable runaway greenhouse effect and it scares me?,in.
what do you think about your instruments?,they work.
do you like watermelons as well as other kinds of fruit?,no.
"so, if you'll allow me to be the advocate of some non-corporeal thing other than the devil. it is intuitive to you that everyone else would want to have the same unending desire to create that you do. so, in the world of all bill wurtzes, are you all in churches somewhere making history videos? or do you occasionally check in on each other and see if you can say the same thing at the same time without planning ahead?",i'm not sure i understand the question. but i will say the main thing i do is not to make history videos.
you must dislike the concept of auto-correct?,"well, typing on a smartphone is impossible, so i need it for spelling. but the capitalization kills me. try typing roman catholic church without capitalizing anything. you have to keep un-capitalizing (3 times)."
how do i push myself to start doing and stop not doing?,learn to decide what to do first. hint: making a pact with yourself that you are going to do a lot of things on a regular basis is a good way to release the pressure of the first thing being the only thing.
do you like memes?,
bill why are you answering questions at like 5 AM?,
"how do I decide what I am going to do with the rest of my life when I have so many opportunities but I can only choose one or two, but I am afraid by choosing one I could miss out what could have been a really great experience?",
"what are advantages to playing 5-string bass  instead of a 4-string bass, and should i throw my 5-string bass away? or sell it?","the advantages are the low notes between B and E. you can certainly live without B, but if you really have to live without that Eb, you could find yourself in some sad situations. however, if you are clever, you can learn to survive just fine. after all, everyone got along just fine until the 1980s. personally, i use at least down to Db quite frequently. In modern times, i have found that many players use an octave doubler (with a 4 string) when they need those notes. however, some players choose to use the octave doubler irresponsibly, and they go way below B, resulting in a rumbly mess, and also being punched in the face by me."
what is your vocal range?,
Suggestion: have a time next to your answer as well as the question to kill any confusion about the times and to kill questions asking about when you normally answer questions (unless of course you do not want those things). peace?,2 times and 2 dates per question? heads would explode.
"Since making the 'History of Japan' video, nonetheless having it go viral, do you feel you have set a standard for what your 'big projects' should gravitate towards? (IMHO: I worry for your creative freedom, Mr. Wurtz. I want you to be able to publish content you feel expresses your views and ideologies through the art form you feel most comfortable in.)?","i will be doing a wide range of things. the next video will hopefully be within the same realm as history of japan, while also expanding widely beyond it. also i will be doing weekly song releases after the video is done."
How would you define a soul?,someone.
what's the weirdest time signature you've ever written in?,"when the time sigs get weird, they don't necessarily want to stay the same. some songs i've done go to mars with the time, but it is not staying in one. an example would be all u gotta do is and there are a few other examples which are probably not recorded yet."
how much of an expert are you on all of the different kinds of emotions people can have?,i don't know.
what do i do if when my friend gets mad he tells me he wants me to die?,continue living.
would you rather be a brave fool or a wise coward? If you had to pick?,i think i am already both.
can you hear me?,no.
how many licks to the center of a tootsie pop?,
How do chords work？?,"use multiple notes at the at the same time, listen to how that may affect your mind and soul, and how it may affect the viewer or listener's perception of the product at that particular moment in time."
Why have you called some of your songs in the instrumental section punk? They dont seeme to be punk?,they are sort of like covers where i don't give a fuck. it was tricky to come up with a distinction because it's not totally clear how that is different from what is on the jazz page. but the jazz page is distinctly a series which started as a reading exercise.
can you juggle?,i think so.
was math easy for you?,when.
could you tell me how an average day in your life goes?,
do you have a job besides YouTube?,youtube doesn't pay. i don't have ads on the videos.
why do you make these videos? just wondering?,
hows it going?,
what is a chicken?,i'm not sure.
"Do you play video games? And your history of Japan video has inspired me to take over the Pacific on EU4 as Japan, thanks?",
any reccomendations on how to make music if i lack musical instruments?,"start hitting things to see what sounds cool, and also use your voice."
"I came here to ask why you haven't made more, history of .... videos. After so many requests that I see here, why haven't you?:P?",because i have been busy making a history video. i hope that is a good enough reason.
r u gonna make more jazz videos? they're cool to download on my phone and listen to in the morning?,they are all.
ok so I know you gonna make a new history vid already but can you PLEASE at least consider making the history vid be about Puerto Rico?? it'd mean a lot. :)?,ok i will delete the 9 minutes i have and start again with puerto rico.
what do you think about gay people?,what i think about people is not usually affected by whether or not they are gay.
what should i name my gerbil?,
do you still hate yourself? if yes then stop because you are cool?,i think there is some confusion. i have never hated myself.
"when you decided to make your history of japan video, did you just delve into it without knowing technical things about the format of your video? (being a video essay)?","i had already written maybe 40% of a history video a year earlier. but other than that i had no experience. but i had a lot of experience making much shorter videos. surprisingly, the japan one went very smoothly on the first try."
are you aware that on the FAQ page the have you ever been recognized in public? link leads to the is this questions page sustainable? answers and clicking the is this questions page sustainable? leads to the have you ever been recognized in public? answers?,"oh that's good to know. thank you, i fixed it."
Can I ask you a qua0(/stion)?,
are you getting sleep?,yes. i was asleep when you asked this.
spot the hidden capitaI letter?,ok i spotted it.
i'm trying to transcribe a song but i can't make out the voicing of the last chord. do you have any ideas? https://clyp.it/qlx11xk1?,"well, the first instinct is that it's a standard 5 chord from Fmin, with all the dirty notes -- mainly including the 'dirtiest' note, Gb. so the melody is on top (c, 2 oct above middle C) then right under it you have Ab in the piano, then E under that, and down in the lower octave you have Gb, and then Db (next to middle C). by 'law' it feels like Bb has to be in this chord, and I am almost certain it is. usually Bb likes to go next to middle C, in that range, for these chords. certainly it is C7, b9, b13, b5 (oh also, no one would be playing a G note, i can guarantee that, there is no room for that, they are already playing all the other notes, plus we just came from a G rooted chord). so that is my best assessment. the note that makes this chord sound extra dirty is the Gb. all the other notes are completely standard for c7 in f minor."
Are you able to tell if someone types something into the reality password box and hits enter or it just a typable box that leads to nowhere but the wrong password page?,it's fake.
are you interesting?,i will check.
"i have a specific question, i hope you don't mind answering it. in your world what is your name for this particular chord voicing? starting on D just below middle C and going upD F# G D E? commonly played on guitar.Dadd4add9? D4add9? D24? wtf?","well, it's kind of like you have red and blue at the same time. what you call it depends on what's around it. like if the entire canvas is red, and then some parts of it had blue also, you would call those parts the 'blue parts' and not mention the red. but if the entire canvas was blue and red, then you would call all the parts blue and red. what i'm trying to say is, that chord is full blown D and Dsus2/4 at the same time. but from a song perspective, it is likely that you may alternate that chord with just regular D. if that is the case, like in the all red (and some blue) painting, you would call it D2/4, because that's the part that has D2/4, and the regular D part doesn't. but if you were playing only entirely that chord (with the 2 and 4 and 1 and 3 together) for the whole time, then you might as well say D add this add that add everything including the kitchen sink. Also the reader will have more time to read it if it's the only chord on a page. but if it is in a song where regular D chords are also used, then i would def. just say D2/4 and it's players choice if u wanna open it all up like that."
could u give me lessons on air drums pls?,it is the same as regular drums.
do songs about sex make you cringe? or no?,no.
do you love me?,
im a slut for early american choral works?,oh hell yeah. care to share.
What are your ideas behind your songs? Specifically rabbit snakes?,"i am a member of the illuminati, so most of my songs contain ideas that reflect our core values, and principles."
how do you feel about ducks?,
How long did it take you to make the history of Japan video?,
"If I'm going to pursue music for the rest of my life as a career, would you recommend going to a music college or conservatory? And if so, what one? (I sing)?",absolutely not.
what is one thing that you get excited about that you haven't articulated on this page?,learning what something is that i've heard the name of a million times but never knew what was.
how do i learn harmony? like how to analyze chord progressions and stuff?,any way you want.
"i think that the yicyig noop skytha kacdu ufoi fupes yahej i dug tyts eoches frozum prery? ochim, be droob ibbirtem duegpeco question might be a really big anagram sentence thing, not sure but ill work on it tonight?","i think you may be right, ... but the vowel spacing just seems too reasonable. like it seems deliberately pronounceable, whereas real scramble would have a lot more unpronounceable bits. i already tried substitutions where vowels remain vowels, and there was only one possibility and it didn't work. still not ready to denounce it as made up nonsense, it has too much character. seems real."
do you really love competitive vaping and moms? What about moms who also happen to vape competitively?,"the list in that video is not necessarily things i love, it's more like examples of things someone could love."
Will you check?,on what.
bill i secretly believe you are an alien that crashed on earth and that is why you do not know about all these different things is that true?,don't know about which things.
"yicyig noop skytha kacdu ufoi fupes yahej i dug tyts eoches frozum prery? ochim, be droob ibbirtem duegpeco?",can anyone help me out with this one.
"have you thought about making the new video into 2 videos that are each less than 10 minutes, like part 1 and part 2? i'm sure there are advantages and disadvantages to this approach?","you are absolutely right, there are advantages and disadvantages. i have considered this, and i have made a decision."
How much do you have of the current video? How long is it planned to be?,"script is written up to 8 minutes, which feels like about 60%. seems like it is in danger of being 15+ minutes, but i am going to really really try to keep it under 12. i will let you know how it times out when the script is finished, and that should be an accurate time length."
Do you think it's impossible to keep your entire fan base happy between people who want vines/songs/long vids?,hahahahahaha too real can't answer.
why are you so cool?,
would you consider visiting Africa? any part of it?,"i would consider visiting any part of the universe, time and space permitting."
on the videos page: 6.15.15   how-to-mhow to make mistak <- is this an intentional typo?,"yes, it is part of the demonstration on how to make mistakes."
Do you ever get anxiety?,maybe not.
how did the video and the song hi it's 1995 came out what was the inspiration for that video?,"was written sometime in 2013, i was mostly doing revises and edits for existing songs, i don't know why the 1995 one came to me out of nowhere. being short, it reached 100% completion automatically, so it ended up in the 'completed songs' list which formed itself and then was arranged in order of time length, during 2013. and i started recording shortest-first, so naturally 1995 was one of the first ones. also, during 2013 i was trying to get started doing videos for them, which i was ALSO starting with shortest first. 1995 was sort of a stray, i was almost giving up on shortest first, and i had just finished building the website, and this was right before i spontaneously started the 5-day schedule. the concept for the video seemed straight forward. so i brainstormed a list of all the items - there were probably about 20-25 relevant items i came up with and found images for. and then i spent some time figuring out which ones to put where in the 5x3 grid. interestingly enough, a year later when i edited it for vine, i had room for one more item (vines are square, so it became a 4x4 grid, 16 items instead of 15.) so there is actually 1 additional item that got added to the vine edit."
But what do i do if i feel like i don't fit in at home? i can't get along with my dad and i feel like nobody else understands me?,"congratulations, you are human."
how do i make good friends?,
WHAT IS YOUR SPIRIT ANIMAL?,what the hell is a spirit animal.
Help?,
why dont you ever answer any questions that have the word alpaca?,my real concern is why do so many people choose alpaca for a 'random' animal. the amount of times i hear alpacas and narwhals mentioned is out of proportion with the vast array of random animals there actually are. i am concerned that people are not using their thinking caps here.
do you think corporations are pretty great?,that would depend on the corporation.
when will you post your next video?,"as soon as it is done. i am working as fast as possible, as always."
"this one is an undertale meme:hey there buddy chum pal friend buddy pal chum bud friend fella bruther amigo pal buddy friend chummy chum chum pal i don't mean to be rude my friend pal home slice bread slice dawg but i gotta warn ya if u take one more diddly darn step right there im going to have to diddly darn snap ur neck and wowza wouldn't that be a crummy juncture, huh? do you want that? do you wish upon yourself to come into physical experience with a crummy juncture? because friend buddy chum friend chum pally pal chum friend if you keep this up well gosh diddly darn i just might have to get not so friendly with u my friendly friend friend pal friend buddy chum pally friend chum buddy...here's a list: http://tvtropes.org/pmwiki/pmwiki.php/Memes/Undertale?","dam it, i knew that one was too good to be true."
whats the least important skill in music that everyone says is important?,"i dunno ... listening to the classics or what i, the old teacher, consider to be the classics."
what's a good gift?,.
you realize everybody is bombarding you with undertale memes until you play undertale for real?,can you let me know which ones they are? i don't want to answer questions that are just copied from somewhere and not real questions. i try to catch them by googling them but please let me know if i have missed any.
how much do you know about street history?,"a lot, about certain cities."
how is your day going?,
what does LTR stand for?,learning to read.
are you proud of your handwriting?,
"If you had a random question generator, what would you use it for? It has options for such as the amount of questions to generate per a day and only reasonable questions, only nonsensical qustions, or not filtering questions?",i only answer questions from people.
whats the deal with all the random pictures in expert mode (such as the cross)?,took a walk with a camera.
how much am i supposed to laugh?,as much as you want.
can you fly?,no.
who are you?,
have you ever gotten inspiration from a question that you've been asked on here?,yes.
how do you feel about saxophones?,my first instinct is that it is an instrument. that is just my initial feeling.
is it weird that i check this page every single day?,
can you guess who i am?,no.
Are the question timestamps when the person answered the question or are they when you answered it? Also what timezone? I'm also curious about how many questions usually go through at one time?,
whats the opposite of today?,never.
do typos annoy you?,absolutely not.
how do i make a question?,
"What is your favorite edible food? (NOT memes, hurricanes, molecules, ideas, concepts, etc.)?",
would you be more afraid of the act of dying or death itself and why?,i don't understand the difference.
what do you think came before the big bang?,everything.
why does the zero on this website look like the greek letter theta?,it's whatever your default font is set to.
What advice do you have for someone who wants to write songs and doesn't know where to start?,"try to think of something that should never, ever be in a song. and go from there."
are you the guy who does reaction videos?,no.
is new canaan truly based on a true story?,yes.
when is the next prank video?,i am working on it now.
what is the most harmonically complex song you've written?,"of the ones recorded so far, possibly the road."
Do you have anxiety?,maybe not.
Do any of these submissions ever make you smile?,yes.
wanna date?,
do you think hot water tastes weird?,no.
"Dear Sir:I have been requested by the Nigerian National Petroleum Company to contact you for assistance in resolving a matter. The Nigerian National Petroleum Company has recently concluded a large number of contracts for oil exploration in the sub-Sahara region. The contracts have immediately produced moneys equaling US$40,000,000. The Nigerian National Petroleum Company is desirous of oil exploration in other parts of the world, however, because of certain regulations of the Nigerian Government, it is unable to move these funds to another region.You assistance is requested as a non-Nigerian citizen to assist the Nigerian National Petroleum Company, and also the Central Bank of Nigeria, in moving these funds out of Nigeria. If the funds can be transferred to your name, in your United States account, then you can forward the funds as directed by the Nigerian National Petroleum Company. In exchange for your accommodating services, the Nigerian National Petroleum Company would agree to allow you to retain 10%, or US$4 million of this amount.However, to be a legitimate transferee of these moneys according to Nigerian law, you must presently be a depositor of at least US$100,000 in a Nigerian bank which is regulated by the Central Bank of Nigeria.If it will be possible for you to assist us, we would be most grateful. We suggest that you meet with us in person in Lagos, and that during your visit I introduce you to the representatives of the Nigerian National Petroleum Company, as well as with certain officials of the Central Bank of Nigeria.Please call me at your earliest convenience at 18-467-4975. Time is of the essence in this matter; very quickly the Nigerian Government will realize that the Central Bank is maintaining this amount on deposit, and attempt to levy certain depository taxes on it.Yours truly,Prince Alyusi Islassis?","that's a better one than i have been using. i was using the cousin one, this one i think will work better. thank you."
How many questions do you get every day?,a slightly different amount.
SOPA or PIPA?,"neither, if possible."
Can we get a hint on what the next history video will be about? It can be vague if you want?,yes.
how much wood could a woodchuck chuck if a woodchuck could destroy the patriarchy?,i'd say maybe 3 to 4 pieces.
your bio says you accidentally came here. are you an alien like daft punks?,
when you write songs do you have a specific idea of what you want or do you just kinda improvise and see what happens?,sometimes.
does fake self esteem become true self esteem once youve started faking it so well youre convincing yourself or does it always stay fake self esteem?,i think it may kick off a positive cycle that could lead to new good things.
Why does our society value 'modesty' and passes off self-love as 'arrogance'?,you will have to ask society.
how much sleep do you get every night? also thanks for all of the content :)?,
are you still a piece of garbage? just checking in?,
what is your normal day like? (day where you have to go to work or not)?,"wake up, work on the current project for about 15 hours, sleep. also 2 to 3 meal breaks throughout the day, i'm not telling you what i eat."
"how can i be cool like you, but not too cool because then i wouldn't be me and that's not cool?",
"in response to the question at 7:17am -- have you considered making a video SAYING that you're working on a history video? so that a lot of people will stop commenting, and you can also get a (really short) song up? i think you could get the point across in ~7-8 seconds, but what do i know?",
what would you say is the biggest rule about not having rules?,the answer may surprise you.
Did something ever make you so happy that you cried?,all the time.
Do you wear socks in the house?,it depends on the house.
"Hello, Bill, so you know those how are you questions and how you have a link to them cuz they're FAQ and your answer on that page is good? But you can't know how you'd be in the future, so this is clearly a lie. And you're prepared to lie with this answer for the rest of time, so you were lying from the beginning, and everything's a lie every time! If good is the lie then bad must be the truth. Are you actually bad all the time?*Ms. Mary Jane?",.
HAVE YOU EVER DIED?,depends what you mean by you.
Would you consider adding italy to the history of videos? That'd be funIf you do it I'll send you infinite pizza supply?,
are you into dank memes?,
what do you do if you have to be around or interact with someone you dislike?,"try to understand why we have to be around each other, and what we can learn from the situation."
do you go by william irl?,no.
WhEn ArE yOu SuPpOsEd To UsE cApItAl LeTtErS?,"according to the British Royal Crown, you are supposed to capitalize the first letter of every sentence, and also the first word of important things or people, such as the Queen of England, or Harvard University. in my experience, this doesn't really help in communication, and almost hinders it, because you are giving off the impression that you are writing some kind of official document, and possibly not saying what you really mean. The times i prefer to use capitals are in acronyms (like NAFTA, or UNESCO), sometimes at the beginning of sentences if i feel i am changing gear or tone (similar to the way you might use a paragraph break) or also when i want to emphasize one word, i may capitalize the first letter of that word, creating something similar to a."
i only like water when im super thirsty. How do i drink more of it?,it's not difficult. it's actually much easier than any other health advice you will ever hear.
What is your cure for a sneezing attack?,"in my experience, the sneezing attack is the cure, not the problem."
how do you create your anagrams so well =go you raw cheesy aural modal tone rows?,
"hello. I see that you have indeed answered my question (puppers? Doggos?) and I understand you do not have nor want pets, but if you were to be walking down the street and you saw a dog, do you not think: dogdogdogdogdogdog gotta pet it?",i do not.
are you going to try to get verified on youtube?,"i thought i already was? i'm not sure what the checkmark does on youtube. i have already talked to some inside people at youtube, but we didn't talk about that. i am not really worried about it."
How would you summarise your life philosophy in a sentence/paragraph/word? (whatever works for you)?,what.
does. the. song. we. could. just. get. high. refer. to. increasing. altitude. or. the. consumption. of. marijuana?,which ever you prefer. for me it's about the way the words sound in the song.
what the fuck do you think of swear words?,"i am not exactly sure how to tell if a word is a 'swear' word, and what that means for the word."
what country do you know the least about (mine is probably Togo)?,there are some countries i don't know the name of. so it would be one of those countries.
what was your thought process behind making 'throw up' (in here's a bowl) one syllable? that's a fun rule to break but you don't usually do it i think?,.
voting for trump?,thanks for letting me know.
What is your favorite question asking you about your favorite things?,the one that doesn't.
Which universe is ur next video gonna be about?,the one you and i have come to know and enjoy.
who am i?,
how much music (that isn't your own) do you listen to a day? Like do you do it often?,"i have one large randomized list, and i let it run mainly at 2 different times -- when i have a lot of questions to answer, and when i am alligning captions in a video. both are mindless tasks that don't require me to hear anything. also if i am walking a long distance, which is a hobby but i only do it when my car is being fixed."
"I understand you are in the writing stage of your next long video. What does your plan look like after that's done? (for example, the first step was probably like research, then writing, etc.)?",this.
how did you self teach yourself how to sing?,
im 14 and i want to start doing videos/music like you so i can have a purpose in life other than sleeping and i dont know where to start. please give me a step 1?,"do you have a computer? it may have default programs on it. i know a mac will probably have garage band and imovie. pc's may have something as well, i am not sure. Use those programs to do *anything* it absolutey doesn't matter what. Anything. just go through the motions of using those programs together. that is how you start doing exactly what i am doing. you will learn everything else from there."
do you ever notate your songs (like sheet music) and if so can we get some scores? also what is the color of your pillows. mine are a crazy purple?,"anything written before 2012 was written on paper. but many songs went through transformations during 2012/13, and from that time forward i was working in text and voice memos instead of paper. you can see some of the original charts for the older songs on expert mode."
"If you could shorten your life by 1 year for $2,000,000, how many would you cut off? (Maximum is 10, 0 is also an option)?",0.
u gonna play pokemon go or what?,
Why?,
Have you ever had an existential crisis?,
are you a real person?,
are you depressed?,fuck no.
why does nobody expect the spanish inquisiton?,.
what do u look like?,i don't know.
"since you seem to have much more shorter content than longer content, which do you prefer making? I imagine that longer content is more difficult but is it overall more rewarding than shorter stuff? To me, they both seem equally as fun?","really short stuff is a good way to get started if you have wanted to make stuff for years but still haven't put anything out yet. it was a great trick! i was able to start putting stuff out, and i learned a lot. then i got really tired of doing short stuff and scaled it way back to start doing long stuff, but then all of a sudden my vine channel got a lot of attention, so i figured it was a bad time to stop. so i ended up doing even shorter content for ANOTHER 6 months, after i had already felt like i had done enough. it was still fun, and i learned a lot, but i was way overdue for some longer stuff. and then finally i couldn't take it anymore and took a risk and switched to longer stuff. only problem is it takes way longer to make, but i have done way way too much short stuff at this point. there's more than enough out there for people to watch."
cats or bats?,for what.
"this clave is not Nigerian, is it?. and if i'm not mistaken I think it goes like (and it starts on the last A)AaAaAAaAaAaA?","the 'clave' or whatever it's really called, has seemed to permeate the globe throughout every time period. but i can confirm, from playing in a nigerian church, that all the up-tempo songs are based rhythmically around 2 rhythms, which seem to correspond nearly exactly with what i have heard through the grape vine to be the so called clave rhythms. one in 4/4 using 16th notes (AaaAaaAaaaAaAaaa) and one at the same tempo using triplets instead, and the rhythm is (AaAaaAaAaAaa). they don't have a name for it, but it is always those 2 rhythms."
are you making any decent money off of Spotify? it seems like other musicians prefer Bandcamp cause they can a bigger cut of the money? i guess your probably more about what's convenient for your fans?,.
hey why was the room in some of your pics covered in quotes?,
how cheap should i be if i don't have much money and currently in high school?,you should not be for sale.
how many memes do you smoke daily?,
was the thing you said about graphic tablets sarcastic?,"no! that would revolutionize my game!! to be able to actually draw stuff!!! i should actually get one, like, NOW, it could really come in handy for the video i'm writing now."
Can you make a history of people making you shitty history requests?,
do you ever do any other art besides music (like drawing or painting or something)?,"almost everything is art, but even just on this website i do a wide variety of things in addition to music."
History of Cuba? :)?,
What music do you like to listen to? Sorry if you've gotten this question a lot. I like post hardcore music. 😊?,
on a scale from 1-100 how much do you love me? plz say 100?,
are you a member of the illuminati?,
do you like fireworks?,they are ok.
"Working on projects has never fallen into a flow for me unless I have a deadline. When I don't have a deadline they feel kind of dissatisfactory and give me a weird feeling in my stomach - it's kinda miserable. With deadlines I've been spurred into being really inspired and enjoyed the pressure. How's best to trick myself into having that pressure to work on stuff without having actual deadlines? (I know life is finite but that thought doesn't 'push' me a great deal, any other suggestions?)?","i know exactly what you mean, and i don't yet have a solution. i am looking for one."
are you a talkative person irl?,the amount of talking i do would depend on the amount of information i am trying to convey at that particular time.
Post more reality?,"i will do an update after the history video comes out, just like last time. i will bring it up to date, probably up until the release date of that video. might also fill in some older stuff."
You should sell vinyl records of your music. I'd buy one?,will you let me borrow your time machine.
how many goats do you need to make an army?,"just one, if it is trained right."
sᴉɥʇ pɐǝɹ noʎ uɐƆ?,
Is your mom cool?,yes.
watching your reality videos makes me feel like I'm watching a documentary all about the making of your videos up until History of Japan. was that the intended purpose of these videos?,"if you are wondering if the entire purpose of my life from 2010 to 2016 was to make history of japan, the answer is no."
just wanted to let you know one of the reality videos is listed as 11.19.12 2:18am but it looks like it should be 11.19.10 2:18am?,thank you so much. it is fixed now.
did you get to meet Redfoo at the shorty awards?,no.
Does jazz NBC have anything to do with NBC other than the logo? (ie is the music in some way inspired by the company?)?,"absolutely not. this is following through on a random non-video idea i did as one of my first videos, which was to take a random jazz jam session (which would be a cover song, by the way) and just throw a random logo on it. jazz starbucks was the first one. for some reason it makes the music more listenable to have a random thing to stare at, i don't know why. i only did that a couple more times, and it's kind of a stupid idea i think. music was always taken from the."
is this an ok wuestion?,i guess.
"do you write your guitar parts based on how they would be played on guitar? it sounds like you know what you're doing (for example in burger king, go to the store, write a song on the count of 3, trees/everything, etc)?","just seems natural. i have played in many bands with guitars, and heard a lot of guitar music."
Please invent a new word?,i have already invented many. would prefer to uninvent some.
What do you do when you are really tired but can't fall asleep?,"think step by step on the current project i am working on. what is the next thing that needs to happen? what are the next questions that need to be asked? either i fall asleep thinking about those questions, or i spontaneously come up with what i need to do next and jump out of bed and do it."
hey do you take music recommendations?,no. but i receive them anyway.
would you consider putting you're free to do whatever you want to on spotify? it's my fav?,"yes i will. i will be releasing new songs regularly, and at that time i will also put up some old ones."
What can you buy for two goat?,.
how do you say your name?,
what is your favorite font?,
Can I has snail time full extended version w/o jail time?,so i figured i might as well make it before someone takes it upon themself to make their own (which is exactly what happened with babies/grownups).
Is it ok to be angry?,maybe.
what is your greatest skill?,i am pretty good at telling the difference between a car and a truck.
is it ok to use military force to make someone like me?,"i'm not sure, but people have been doing it for thousands of years."
are all adverts actually propaganda?,"of course, they want you to buy the thing."
what languages do you speaak?,
but seriously though I am curious as to your emotional stateare the videos like I hate myself and I'm a piece of garbage accurate reflections of yourself or just something for fun?,"this is a common thought that goes through everyone's mind at one time or another. why not jingle-ify it? apparently it worked. those 2 had very high numbers on vine, especially the garbage one (which was actually a 2-part series)."
why is my lampshade green?,"i don't know, but mine is too. i like it."
