question,answer
I really want to learn a musical instrument because I love to write songs/poems but I kind of have no knowledge of theory and it seems kind of hard to learn. atm im self teaching myself to play the harmonica kind of for the theory as they are cheap and I don't want to spend loads of money on an instrument that I might give up in a few months.Any advice? (and thanks for bothering to read/answer)?,harmonica might not work as your only instrument if you are doing music with lyrics. it is very hard to play harmonica and sing at the same time. maybe even impossible.
for a public forum in surprised your questions don't have more swear words?,questions only get posted if i answer them.
Do you consider yourself passive aggressive?,"sometimes passive, sometimes aggressive. sometimes a mix of both, depending on what seems appropriate for the situation at hand."
What is a good question to ask you?,
"Do you think the world/universe sometimes has trouble expressing itself,?",no.
do you have a life?,yes.
"will you add dates to the songs so that we know when they were written? i guess this might pose a problem if a song was written over several years, but it would be interesting to know?","in some cases i have posted an original artifact from the writing session, dated accordingly, on the expert page. but for some songs the process is a bit more nebulous and it's more difficult. but there are a range of solutions i have in mind, especially behind the scenes and journal videos."
what should i do if i have no friends?,develop your superpowers. you might not get friends but at least you'll have superpowers.
"also, these songs that you have written but not recorded, how fleshed out are they? like do you have all the lyrics and all the notation done and just left to be recorded?","there are ones of every % complete, from 1 to 100."
I like this question pageIt doesn't feel like a competition to get your questions answered maybe bc it's not too crowded?,yes it is.
Or you could be filtering out a shitton of spam and nonsense?,i skip most of the questions.
Did you enjoy making hotewig?,"i think it's probably like having a baby, which i can only imagine is very enjoyable and relaxing also."
what is your favourite country (excluding the US)?,i like the unique qualities of each one.
what is in your day-to-day life?,
What do I do if it hit artist or writers block?,
What do you think about people with bad grammar? I think there bad?,not everyone agrees on which grammar is good and which grammar is bad.
why do people use a * when they make a typo i dont get it?,"i think it makes more sense if the mistake has * next to it, and the correction also has a * next to it. but unfortunately the original mistake never has a * next to it, because they were not aware that it was a mistake at the time. i hope that makes sense."
whats the best joke?,
do you agree with the idea that the music you listen to when you're around 14-15 shapes your music taste for the rest of your life?,sure but i think the music you listened to when you were even younger shapes you more.
How do you not become full of yourself/ insecure? Thanks for taking the time to answer my questions?,"too late, i've already been both for quite some time now."
what does time feel like?,this.
has the universe ever spoken 2 u?,oh hell yeah.
dogs or cows?,
"hey bill, on 5.1.17  11:20 am you answered a question concerning something called the 5 day schedule and you talk about the year 2009 and how your creativity and productivity exploded. Can you fill me in on this, or link me something more in depth about it? it seems interesting what you talk about there how you had your mind blown by things and started writing much more?",the.
will you ever do a face reveal?,
is it possible for one to overthink/think too much?,it depends whether there is a thinking limit.
how is the space time continuum affecting your channel?,"it enables the videos to be made, and it also enables the entire internet to exist, and all of its users."
Have any of these questions made you realise something or change so your views on things?...Don't hyperlink me plz?,oh hell yeah.
So what isn't this completely different type of video youve been foreshadowing?,that's not quite as different as i meant.
what is creativity?,
will we find out wat you've been doing since u ffinished hotewig?,oh hell yeah.
Go to sleep?,i just woke up.
will you keep making short videos? i mean if you don't like making long ones no one is forcing you to?,
Not a stab at what you do fo a living or how you act or anything just generally are you happy with your life? Seriously not trying to be passive-aggressive just asking?,
What would you classify yourself as?Like idk viner YouTuber composer musician comedian someone-who-I-respect?,
"why don't you make some cool patreon rewards, like if you pay $30 you get your own jingle or something?",it makes me sad to spend time on content that most people will never see.
How do you get inspired to make your jokes/jingles/music/anything reallyI think it's really interesting how different creators come up with ideas?,
should i kill myself?,that seems counter productive.
Is there any special reason you have a sign in your room that says NOW HIRING ALL POSITIONS?,it was already there.
do you think you'll be working as hard on the weekly songs as you did on hotewig?,"oh hell yeah. and if there's time left over, other items too."
does barbasol work for shaving a keyboard or is there a specific requirement I need to know?,
"Why does it say thabk you, instead of thank you?",
Why you answer questions like are you a banana but don't answer if you want to marry me? You don't love? :'(?,i thought i.
what do you regret?,
are your hands cold or warm?,they are a medium temperature.
how do you feel about kill bill? do you get anxious watching that movie?,"tarantino movies in general have a lot of detailed violence, which is admirable and respectable, but not my cup of tea per se."
are you a solipsist too?,"i am not too familiar with that word, but i looked it up and the answer is no."
why do you leave some questions shown but unanswered?,"i very rarely do that, and the reason is usually obvious. unless it's a mistake."
are you a zebra?,i'm not sure.
grilled or fried chicken?,
dont answer this question?,i will see what i can do.
are you stuck in the past?,no.
what's your opinion on the upcoming uprising of potato memes?,potato memes already arose quite some time ago.
i am so lonely what do i do?,
what should i do with my life?,
how do I shave my piano?,
do you like going outside?,oh hell yeah.
are you having fun in life?,i guess so.
and hanging out with people?,no.
Why does the thank you page say 'thabk you?'And why does the question page say 'ueqstions?'?,
are you a banana?,i'm not sure.
"I often fear that I'm not phrasing things in an understandable way, and then I go overboard with the explanations and sometimes even make it worse and unnecessarily complicated. I really wish I could express myself in a lot simpler way, but it seems so difficult, for some reason? Any suggestions on how I can work on this?","try shorter! and it's also good to leave it 20% unclear on purpose, for good luck."
I personally don't care to much for one or twoOr you could be doing this and I'm a moron who doesn't understand yt?,
do you think you're a cat?,no.
"are you in shock> are you paralyzed with fear at that gigantic monster behind you laughing as hard as possible, screaming i want videos give me videos now and you say ill make them ill make them just go away and they never do they never do?","i've dealt with this monster before.  my strategy is to do something the monster is not expecting, and then the monster usually likes that even more and wants me to do it again."
Answer this sarcastically?,that doesn't seem necessary.
does it take a long time to make a video?,"it depends how long the video is, and what you put in it."
How do you pick what songs to do nowadays? thabks?,"i am randomizing, from the entire list of every song i've ever written, including the ones that are 100% written all the way down to the ones that are 1% written."
do you consider yourself a youtuber? o?,no.
would u ever consider uploading ur personality onto a computer so u can run software that answers every question and u can work full time on content?,how about run software to make the content too.
"For example, display ads or overlay ads wouldn't really have a negative effect on enjoying your content?",i disagree but i respect your opinion.
"according to your hotewig video the antarctic doesn't exist,?",that's not true.
what is the best way to apply music theory?,"forget that, just apply the music. if you have a theory about how to apply music, that's useful too. but don't forget to try different theories."
do you ever identify as a piece of toast?,no.
:(?,
have you posted a question at the ueqstions things before?,
paradoxes are nice?,"ah yes, i agree."
you have some serious problems?,"yes, and solutions."
what do you do with a question?,"read it, maybe answer it if possible."
can you read?,yes.
how do you find inspiration?,"it finds me, and attacks viciously."
Is it reasonable to assume that your next release will be one of the things written at a similar time as new canaan was written? (since you seem to answer a lot of questions regarding new canaan and also said you'd be dropping crazy hints again)?,"that might be reasonable, but the one that got picked was written mostly in 2011."
does pi equal 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798214808651328230664709384460955058223172535940812848111745028410270193852110555964462294895493038196442881097566593344612847564823378678316527120190914564856692346034861045432664821339360726024914127372458700660631558817488152092096282925409171536436789259036001133053054882046652138414695194151160943305727036575959195309218611738193261179310511854807446237996274956735188575272489122793818301194912983367336244065664308602139494639522473719070217986094370277053921717629317675238467481846766940513200056812714526356082778577134275778960917363717872146844090122495343014654958537105079227968925892354201995611212902196086403441815981362977477130996051870721134999999837297804995105973173281609631859502445945534690830264252230825334468503526193118817101000313783875288658753320838142061717766914730359825349042875546873115956286388 23537875 93751957781857780532171226806613001927876611195909216420198938095257201065485863278865936153381827968230301952035301852968995773622599413891249721775283479131515574857242454150695950829533116861727855889075098381754637464939319255060400927701671139009848824012858361603563707660104710181942955596198946767837449448255379774726847104047534646208046684259069491293313677028989152104752162056966024058038150193511253382430035587640247496473263914199272604269922796782354781636009341721641219924586315030286182974555706749838505494588586926995690927210797509302955321165344987202755960236480665499119881834797753566369807426542527862551818417574672890977772793800081647060016145249192173217214772350141441973568548161361157352552133475741849468438523323907394143334547762416862518983569485562099219222184272550254256887671790494601653466804988627232791786085784383827967976681454100953883786360950680064225125205117392984896084128488626945604241965285022210661186306744278622039194945047123713 78696095 63643719172874677646575739624138908658326459958133904780275900994657640789512694683983525957098258226205224894077267194782684826014769909026401363944374553050682034962524517493996514314298091906592509372216964615157098583874105978859597729754989301617539284681382686838689427741559918559252459539594310499725246808459872736446958486538367362226260991246080512438843904512441365497627807977156914359977001296160894416948685558484063534220722258284886481584560285060168427394522674676788952521385225499546667278239864565961163548862305774564980355936345681743241125150760694794510965960940252288797108931456691368672287489405601015033086179286809208747609178249385890097149096759852613655497818931297848216829989487226588048575640142704775551323796414515237462343645428584447952658678210511413547357395231134271661021359695362314429524849371871101457654035902799344037420073105785390621983874478084784896833214457138687519435064302184531910484810053706146806749192781911979399520614196634287 54440643 74512371819217999839101591956181467514269123974894090718649423196156794520809514655022523160388193014209376213785595663893778708303906979207734672218256259966150142150306803844773454920260541466592520149744285073251866600213243408819071048633173464965145390579626856100550810665879699816357473638405257145910289706414011097120628043903975951567715770042033786993600723055876317635942187312514712053292819182618612586732157919841484882916447060957527069572209175671167229109816909152801735067127485832228718352093539657251210835791513698820914442100675103346711031412671113699086585163983150197016515116851714376576183515565088490998985998238734552833163550764791853589322618548963213293308985706420467525907091548141654985946163718027098199430992448895757128289059232332609729971208443357326548938239119325974636673058360414281388303203824903758985243744170291327656180937734440307074692112019130203303801976211011004492932151608424448596376698389522868478312355265821314495768572624334418 93039686 42624341077322697802807318915441101044682325271620105265227211166039666557309254711055785376346682065310989652691862056476931257058635662018558100729360659876486117910453348850346113657686753249441668039626579787718556084552965412665408530614344431858676975145661406800700237877659134401712749470420562230538994561314071127000407854733269939081454664645880797270826683063432858785698305235808933065757406795457163775254202114955761581400250126228594130216471550979259230990796547376125517656751357517829666454779174501129961489030463994713296210734043751895735961458901938971311179042978285647503203198691514028708085990480109412147221317947647772622414254854540332157185306142288137585043063321751829798662237172159160771669254748738986654949450114654062843366393790039769265672146385306736096571209180763832716641627488880078692560290228472104031721186082041900042296617119637792133757511495950156604963186294726547364252308177036751590673502350728354056704038674351362222477158915049530 98444893 33096340878076932599397805419341447377441842631298608099888687413260472156951623965864573021631598193195167353812974167729478672422924654366800980676928238280689964004824354037014163149658979409243237896907069779422362508221688957383798623001593776471651228935786015881617557829735233446042815126272037343146531977774160319906655418763979293344195215413418994854447345673831624993419131814809277771038638773431772075456545322077709212019051660962804909263601975988281613323166636528619326686336062735676303544776280350450777235547105859548702790814356240145171806246436267945612753181340783303362542327839449753824372058353114771199260638133467768796959703098339130771098704085913374641442822772634659470474587847787201927715280731767907707157213444730605700733492436931138350493163128404251219256517980694113528013147013047816437885185290928545201165839341965621349143415956258658655705526904965209858033850722426482939728584783163057777560688876446248246857926039535277348030480290058760 75825104 74709164396136267604492562742042083208566119062545433721315359584506877246029016187667952406163425225771954291629919306455377991403734043287526288896399587947572917464263574552540790914513571113694109119393251910760208252026187985318877058429725916778131496990090192116971737278476847268608490033770242429165130050051683233643503895170298939223345172201381280696501178440874519601212285993716231301711444846409038906449544400619869075485160263275052983491874078668088183385102283345085048608250393021332197155184306354550076682829493041377655279397517546139539846833936383047461199665385815384205685338621867252334028308711232827892125077126294632295639898989358211674562701021835646220134967151881909730381198004973407239610368540664319395097901906996395524530054505806855019567302292191393391856803449039820595510022635353619204199474553859381023439554495977837790237421617271117236434354394782218185286240851400666044332588856986705431547069657474585503323233421073015459405165537906866 27333799 58511562578432298827372319898757141595781119635833005940873068121602876496286744604774649159950549737425626901049037781986835938146574126804925648798556145372347867330390468838343634655379498641927056387293174872332083760112302991136793862708943879936201629515413371424892830722012690147546684765357616477379467520049075715552781965362132392640616013635815590742202020318727760527721900556148425551879253034351398442532234157623361064250639049750086562710953591946589751413103482276930624743536325691607815478181152843667957061108615331504452127473924544945423682886061340841486377670096120715124914043027253860764823634143346235189757664521641376796903149501910857598442391986291642193994907236234646844117394032659184044378051333894525742399508296591228508555821572503107125701266830240292952522011872676756220415420516184163484756516999811614101002996078386909291603028840026910414079288621507842451670908700069928212066041837180653556725253256753286129104248776182582976515795984703562 22629348 60034158722980534989650226291748788202734209222245339856264766914905562842503912757710284027998066365825488926488025456610172967026640765590429099456815065265305371829412703369313785178609040708667114965583434347693385781711386455873678123014587687126603489139095620099393610310291616152881384379099042317473363948045759314931405297634757481193567091101377517210080315590248530906692037671922033229094334676851422144773793937517034436619910403375111735471918550464490263655128162288244625759163330391072253837421821408835086573917715096828874782656995995744906617583441375223970968340800535598491754173818839994469748676265516582765848358845314277568790029095170283529716344562129640435231176006651012412006597558512761785838292041974844236080071930457618932349229279650198751872127267507981255470958904556357921221033346697499235630254947802490114195212382815309114079073860251522742995818072471625916685451333123948049470791191532673430282441860414263639548000448002670496248201792896476 69758318 32713142517029692348896276684403232609275249603579964692565049368183609003238092934595889706953653494060340216654437558900456328822505452556405644824651518754711962184439658253375438856909411303150952617937800297412076651479394259029896959469955657612186561967337862362561252163208628692221032748892186543648022967807057656151446320469279068212073883778142335628236089632080682224680122482611771858963814091839036736722208883215137556003727983940041529700287830766709444745601345564172543709069793961225714298946715435784687886144458123145935719849225284716050492212424701412147805734551050080190869960330276347870810817545011930714122339086639383395294257869050764310063835198343893415961318543475464955697810382930971646514384070070736041123735998434522516105070270562352660127648483084076118301305279320542746286540360367453286510570658748822569815793678976697422057505968344086973502014102067235850200724522563265134105592401902742162484391403599895353945909440704691209140938700126456 00162374 288021092764579310657922955249887275846101264836999?,not exactly.
why are so many of your songs contain the line make things right?,it just seems like the right way to make things.
Can you give me a curse word?,"no, i think words should be used for healing, and pleasure."
"bill, it's ordinary questions time: 1) what is your favorite movie? 2) what is your favourite band/musician/composer other than you? 3) what is ur favourite book?Thabks bill that is all?",i like the unique qualities of each one.
"what originally inspired you to make history of japan, a longer video, after making shorter videos/jingles/etc. for so long?","i always wanted to make every type of video, but i unexpectedly got stuck doing short videos for way too long. then i snapped."
want to get into music (piano specifically)  where should i start?,
do you like having your ideas challenged?,oh hell yeah.
"Did it actually take you 11 months to make HOTEW,IG?",yes.
"on some of your faq pages, the title is the question. but on some, it's just questions. why?","on the first few i made, i put the title in the title. then i realized that was not a good use of my time."
does fame make you lonely sometimes?,oh hell yeah.
"Your female (and some male) fans would really want to know (you know, to check if there's still a chance) ;)?",
what is the video time mop?,it's a video i did for my instrumental recording 'time mop' which was done several years before.
do you think guys should be allowed to wear make-up?,they are.
"why did you threw away your wallet, keys, phone, shoes and the instrument that you play?",i did not.
Hi bill wats up  im currently having issues with removing my socks so it would be lovely if you came over to my house and helped me take them off. thanks-Ken?,right now i don't think i have time.
do you hate life?,no.
do you know a cure for boredom?,"yes, financial hardship."
"can you help me? i have some good ideas for songs and stuff but i'm not very good at music theory and i'm having real problems writing out the rhytm. the notes are fine, but i have really bad problems writing out rhythms, and i can't choose the time signature. any tips? thabk you?",writing it on paper might not be necessary. use a voice recorder to demonstrate how it goes.
it's been 2 days now wtf bill?,since what.
"hi bill, i've seen all your videos, listened to all your songs, in a sense i'm used to your sound and sense of composition, but in HOTEWIG when the microscopic specks multiply, that sound and pace really suprprised me (in a good way). any comment on that particular thing ?thanks?","in the temp narration, i just made a shw shw swish sound, vocally, as a place holder, for timing purposes. and then when i was doing the score i realized that that sound is pretty much already the right sound. so i just added some FM boingies on top of that, but i kept the vocal sound from the temp in there."
explain the concept of time to me?,"it's scenarios playing out. it's like when nothing ever happens and everything is permanently the same forever, and you're just like damn i could sure use some SCENARIOS so you think of some scenarios. 'time' means how far you are through the scenario."
"Yet, in these questions you make it clear that none of that is true. You're not sad and depressed and are actually very driven and productive. is the self deprecating personna just for show? is it because the internet likes that kind of humour so you make it like that? Im really perplexed by the whole thing?",
"do you like dank memes? if so, what is your favourite maymay?",
what is your least favorite word?,
are you very self critical of your own work?,yes.
"and has it ever stopped you from writing songs,?",not writing. recording yes.
Whats next? Love your videos btw?,
do you think chips will still sponsor you after coming out as anti-ad?,i have never been sponsored by anyone.
What part of hotewig did you use the emotional Zawinul for?,"i used it a lot. it is a mid-range lead sound. it is used on  'grab stuff at the same time' probably that high blip on 'dinosaurs,' 'better farming was just invented,' 'oh look it must be the (mycenaean) greeks,' 'ah the greeks just had the idea...' 'hey china put itself back together again,' tibet (in a lower range, it blends in with the chord), 'korea just became itself,' 'china's back yay' (it's all by itself on that one), the renaissance art montage, australia, and surely many more times."
could you harmonize a political speech?,"sure. i actually started doing a barack obama one a long time ago but i never finished it. i doubt anyone is too interested in the 2012 state of the union speech any more, so i might have to pick a new one."
what do i do on a date?,try to make sense of the world around you.
"You seem like you're really good at being yourself, so i would like some advise. i always feel like a chameleon acting like the people i'm around it's like i have a completely different personality when i'm with different people. So if i'm trying to be myself should i be a chameleon because that is myself or should i try to be me. if the second how do i do that. (p.s. i like your reason for always using lowercase i's)?",i think over time you will become a unique blend of everything you've ever liked about anyone.
Are you going to make anymore reality videos I think they are cool?,
how often do u AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA?,i'm doing it right now.
I'm sorry I can't understand is your next project medium size?,it is a never ending series of medium sized projects.
I always ask questions on here but then I forget to check back until a week later and I have no idea what the question was and can't find it help?,
what to do if i dont know what the fuck i want to do with my life?,try some different things.
Why is there a world?,there is everything.
Can you tell me everything that's happened in the world?,not right now.
what is your favorite key to write in?,which ever key the idea was originally in. although it really doesn't matter.
Could you name us some of your favorite opinions? Because it seems like any time anyone asks for your opinions you deflect the question. -J?,"my favorite opinion is that the truth can be a nebulous myriad of shapes and sides, and it is nice to enjoy the ride, rather than keep it on pause permanently."
"In response to the question about you being identified as a YouTuber, I'm not so sure that it's a phase. YouTube is one of the biggest platforms out there,?",unless you think outside the box a little.
"so unless something emerges that is even bigger than YouTube,?",some of the biggest ones have been around since before youtube.
who makes your music?,
Knock knock?,come in.
"i have an idea! make a jingle video saying this video contains ads or something and allow ads to be displayed on it. just this one video. this way people who dislike seeing ads will not have to encounter them and people who keep demanding ads can support you this way. actually you know what, don't even put a jingle in there, that would be unfair for those who wouldn't watch it. just make it a few seconds of black screen, maybe with a text saying thanks for your support at the end. what do you think? (please, don't hyperlink it with the other ad-demanding ueqstions, it doesn't belong there)?","i've thought of that. but i think people get in trouble for that. also every time i think i have an idea for some clever way to monetize something, i them suddenly snap out of it and say 'no!! why do i have to do that? i am here to make the content i want to make, and post it to be viewed the way i made it!! is that so much to ask?' it's kind of like when a knife salesman insists on coming into your house, so as a compromise, he is able to convince you to let him sleep in the dog house, and not bother you. but then suddenly you snap out of it and say what!? no, how about just leave entirely."
Can you save me?,i will try.
do you like capital letters?,yes.
"hey bill this question im about to ask is very important to me because i struggle with lack of productivity? how do you stay so productive? i was convinced that you were procrastinating on HOTEWIG but you were actually making it as fast as you can all year, while also probably working a normal job (idk ur financial situation). also, some videos of yours indicate that you can be lazy (i dont wanna clean my room),?","that song was fictional. but even if it's true, if you think about it, it's a sign of my productivity. because at that time i was spending all my time working on history of japan, to have it done as soon as possible."
I've always wanted to get good at piano improv but I've been intimidated by the thought of learning a buttload of scales. is there a way to learn to improvise well without having to get comfortable with how scales work first? I've never been good at learning scales because the technical side of music is a mystery to me. is there a way to learn scales through osmosis?,scales? forget that. just learn what notes you want. and don't blame me if they sound good together.
"hey, for clean my room, it's something like 11 beats in the whole phrase no? can i ask you how you split that up (if you chose to think of it that way) in terms of groupings of beats? my friend and i were thinking it was (1)(4)(4)(2) or maybe (4)(3)(4). gnarly meter my guy?","with clean being the top, i think i would hear it just 4, 4, 3. although 4, 3, 4 is reasonable too if want sky to be at the top of the bar."
like the only reason the vids are there are for profit?,exactly.
and i appreciate u not putting ads on vids bc it makes it seem u just wanna make good content and stuff. i hope u are making money somehow tho cool?,yes i am.
if life had an undo button and i kept pressing it would i eventually not exist or would it limit the number of times i could press it?,"you made up this situation, so you get to specify the rules."
"this is not a question, i am a rebel?",
this is not a question lmao you got prangkt?,
"i had a dream that i woke up and you had uploaded like, 10+ new songs to youtube at once. it was really unrealistic because i know you'd never hold off on uploading them like that, but it sure was exciting?",it is more realistic than you might expect.
can you make the umbrella thing your website icon so it stands out?,
is pluto a planet?,you have to decide for yourself.
True or False? Y/N?,maybe somewhere in between.
can you not reply to this sarcastically?,sure.
appreciation day of appreciation! happy day and appreciation?,.
do you wanna come over to my place this Friday and talk about feelings?,oh hell yeah.
any advice on how to get a sharper piano recording on an iphone? the audio keeps sounding fuzzy and it's hard to distinguish the ingredients of the chords. thx?,try putting the phone in different places. i don't know where you have been putting it but definitely don't put it on the piano if it's an acoustic piano. put it somewhere else in the room.
are these questions actually from other people?,yes.
"If there's a room with the ceiling, floor and walls all just mirrors, what does it look like inside?","it looks like a lot of whatever you put in it, especially what light you put in it."
Will you go out with me?,sure.
Have you got any tips on making music?,don't forget to do it how you want.
What is this?,the questions page.
"Does anything external ever influence your work, or do you try to just let it come from the inside? I hope that makes sense. - Melody?",.
Are you still here?,where.
Do you have to constantly remind yourself to not type with capital letters?,no.
Why did you choose to do your first history video on japan?,
can we be friends?,sure.
"if you had all the time in the world to create and work on everything you wanted to, how long would it take you to get through all that work?","maybe about 1000 years BUT during that thousand years i would have had ideas for 20,000 more years worth of work."
has the illuminati approached you to become a member of the illuminati now that you have one million subscribers on youtube?,"i just found out that they don't do that, you have to fill out the form yourself. i filled it out today."
"When you were first learning music, how often did you practice? Did you mostly learn by ear,?",yes.
What is with your lack of capital letters?,"i use them when i think they are necessary, for communication and expression, etc. I'm not sure if that answers your question."
"as a kid taking standardized tests I always ignored the do not spend too much time on one question advice and always tried to tackle the current problem at hand before moving on, however long it took. is this similar to your experiences in terms of your projects?",no.
Why is it the way it is?,because you said so.
what's your biggest regret?,
"I really enjoy your style, it inspired me to take up editing and such. I want to develop my own style, but I wanna ask how did you develop your style? - zwonna?",
"i hope you don't feel too much pressure to post lots of videos and such quickly. take your time, man. don't rush on our account?","i already do rush. i am at max speed. the reason i don't 'make content more frequently' is not because i don't want to, it's because it is impossible to make it any faster."
what do you do outside of youtube?,"everything. (except uploading videos to youtube, i have to go on youtube to do that)."
Why does videos such as the history of the entire world take so long to be published?,"because it is a large file. it takes a while to upload it to the internet, maybe 45 minutes or so. if you think that's a long time, wait til you find out how long it takes to make the damn thing."
why do you commonly write in all lowercase?,
Where is your drum set? -Meeee?,"stacked against the wall, in the cases."
why does being alive feel so weird?,because it is.
what are you most proud of?,being born.
how do you make sweet retro graphics?,"just try to do graphics in whatever way you think is reasonable, and wait for everyone to start calling it retro, and wonder why the fuck they are calling it that. and then quit the whole thing and become a postman."
Why don't you put ads on your videos you FREAKING DESERVE IT?,"because it is a waste of the viewers' time, and is a drag on the viewing experience."
"What made you want to make your first history video about Japan? As a Japanese person growing up in America, it was very helpful and I also really appreciated you spreading knowledge about Japan. - Aya?",
what if the flat earth theory is correct?,i'm not sure i know what the theory is.
do i even exist?,i think so.
Do u like water?,oh hell yeah.
"on the improv entry from 3.3.09 12:06, you make a face of utter disgust at the sound of car horn outside,?","that is not utter disgust. i was completely shocked that the car horn honked the note i had just played. like i played a chord and a big note, and sort of lingered on that note, and then the horn honked the note. that was the only reason why i posted that clip. it was kind of a miracle."
"have you found a way not to get disturbed in your own home while making music ? do you enjoy the challenge of the possibility of getting disturbed, do you seek to be disturbed to test your limits, do YOU disturb the neighborhood whith your music, have you ever had complaints about the noise comming from your appartment, how's the sonic isolation on your building ? have a good day?",
Will you ever collabrate with anyone? (Matt) (im saying matt so later i can look this question up and see if you answered it?,
I wish you mentioned Brazil more in your vid :(?,.
how does one avoid failure?,don't do anything.
will you fix the typo at the top of this page?,what typo.
Why is there no B# or Cb?,"there is. B# means C, and Cb means B. you might use B# if you are coming up a scale like F#, G#, A#, C, C#. but you can see if we use B# instead, it looks like F#, G#, A#, B#, C# it looks a little neater because we have 1 of each letter, instead of having no B and 2 C's and have to un-sharp and re-sharp the C. same thing the other way, if you are in Gb major, you might prefer to say Gb, Ab, Bb, Cb, Db neatly so you use all the letters in a row, instead of having to un-flat and re-flat the B by going Gb, Ab, Bb, Bnatural, Db. if you are writing on the staff, the advantage of keeping it scalar become even more clear. i hope that makes sense."
Where did you go?,when.
why u so weird?,i'm just trying to be reasonable.
"surely one cant only be a creator without also being a consumer. people always say that you have to read to be able to write, watch movies to be able to direct etc. id love to hear your input on this thanks. Keep up the good work?","i have consumed enough content to almost explode with inspiration, ideas, jealousy, and desire to make my own content. also to put it in perspective, i am making content as fast as i can and people still tell me every day that i do not make it fast enough, and people also at the same time (like you) tell me every day that i should watch tv and play video games etc."
could you define your contents/songs so that my 5yo kid could understand it? (basically ELI5)?,in songwriting you can do whatever you want. so i'm trying to see what i can do.
why not try to be unreasonable it's more enjoyable?,"ah, i think that's reasonable."
how many memes do search a day?,i mostly make my own.
how are you related to Bill Nye or Bill Clinton?,they are my parents.
do you support a sports team?,every time i try to support a sports team all the players switch teams and then i feel like i'm just supporting the colored shirts.
does post-hotewig life feel like summer break?,it feels like the god damn promise land.
i should just lay down and die?,that seems counter productive.
sometimes i just want to quit living?,.
why do you have so much faith in humanity?,"they are what brought us reading, writing, music, inventions, and much more. they are always cooking up new tricks."
what is the point of being verified on twitter or youtube?,"that is to let the public know that you are somehow famous or more important than the average user, and are generally unapproachable and perhaps a member of the illuminati."
I love making funky chords on the piano and such but I also wanna know what people are talking about when they add a seventh?,"if you have a c major chord (c, e, g) adding a major 7th note means adding B, and adding a flat seventh means adding Bb. it's like if you go up a C scale (c,d,e,f,g etc) and count 1,2,3,4,5 etc, it's the 7th note. which is either B or Bb depending on what mood you're in."
or sustain a chord?,"sustaining a chord just means holding it down. like if you play a chord and don't let go. pianos also have a pedal for this, so you can play the chord and let go but if you are holding the 'sustain pedal' the chord will stay on until you lift the pedal. very handy."
and actually be able to play it or be able to work with it. I've been studying sheet music for less than a year now but I still wanna understand things. Thanks for any help :)?,"just keep doing what inspires you and be a magnet. every time you hear someone mention a thing, ask around to find out what it is. chances are it will be something you are already familiar with, but maybe called it something different."
why is your content so damn funny?,i'm just trying to be reasonable.
why aren't you verified on youtube yet?,i don't know.
When did you get verified on Twitter?,"i think around december. it happened without warning, i found out from the fans."
legos or megabloks?,
