question,answer
"What would be your ideal strategy if you were faced with an angry rhinoceros, whilst armed with only a chopstick? (i.e. run around screaming)?","if i may back up a chapter here, i would like to point out that one of my main rhinoceros strategies is never to anger a rhinoceros. i am not sure where that fits in to the scenario."
WHY YOU NOT UPLOAD?,because i am making a video.
do you think anything will be different after the video?,oh hell yeah. i will be doing songs all the time.
coffee or tea?,
do you believe in miracles?,the entire world is a miracle.
are you alive right now?,
can I be myself?,sure.
would you be my friend?,
Are humans able to fly without using any tools or technology?,no.
how many languages do you know?,
"Is satisfaction something we should strive for,?",sure.
Can penguins fly?,i'm not sure.
what would you do if you were 16?,think about stuff.
"if a lake is disowned, how can/should i go about adopting it? (like how much paperwork do i need to get filled out/where i can get these papers)?","contact the previous owner, otherwise contact the local government."
i have to play jazz piano but i don't know jazz theory will you help?,i'm not sure i understand the problem.
don't you just hate it when people don't finish their?,no.
do you enjoy when it rains? or do you despise it with all your soul. or somewhere in between?,i actually really like it.
what major league baseball team do you like the most?,"they are all very nice, and generous."
how do i spell?,try a way that no one has tried befeure.
"Why is the background of most of this site a dark gray, but the background of the thabk you page completely white? it is a little unsettling sometimes?","this is the only page that has a dark gray background. the expert, notes, and songs pages are white. the videos, reality, and index pages are black. the jazz page is dark blue, and the lyrics page is bright red. as you can see, i use a wide variety of background colors, while trying to keep them reasonable and not distracting, with the exception of the lyrics page, which is distracting on purpose."
how can our eyes be real if mirrors aren't real?,they are both real.
Also monday ISN'T moonday?,"yes it is. it was named after the moon, several hundred years ago. the word 'moon' has changed slightly in spelling since then, but not much."
what do you think george washington would would do/say if he met donald trump?,"hello, good day, etc."
"(also, do you think they could be friends if they tried hard enough?)?","friendship is best when it works naturally, without having to try too hard."
do you ever become extremely glad (and a little scared) at how limitless the universe is?,yes.
do you think it's weird that nobody knows the origin of 'ok'?,it might be native american.
whatdo you do if you upset a crustacean /?,move on to the next item on your to-do list.
What do dogs think of when they hear the word quagga?,they will probably be reminded of whatever happened the last time they heard it.
"Mr. Wurtz, would you be interested in changing your surname to something more exotic? Maybe like, Bill Plants, or something?",plants seems less exotic. please don't call me mr. wurtz.
"im sick. i already asked the sick to leave my body, politely, and they didn't leave. what do i do now?",wait patiently and take some naps.
we started learning about japan in school.... i never thought that video would come in handy lol?,wait til you see how handy this next one is gonna be.
bill i was an accident?,that just means you made yourself without asking your parents if it's ok. that shows courage.
what country is about the next history video?,
If you say hell yeah do you say heaven no?,no.
What was the biggest string of green questions in a row? Is it that 6 from yesterday?,you wanna check.
what is your opinion on the current economic status of Chad?,it is not good.
"if we have sunday, why dont we have moonday?","we do, it's called monday."
What if abstract art doesn't want to be abstract art?,then it does not have to be.
I think I got what your next video is. It's not a history of anything. It's like a basics of the universe explaining what the fuck atoms are and how they composite the earth and that evolved over time but it's not much of a history as it is a demonstration of how our universe functions on a molecular level....?????    -Mr. Freak?,not exactly.
do u know ur way around a computer?,yes.
what should i do when people say hurtful thinsg to me?,run away from home.
what is your favorite number p.s. im sorry if you've already answered im trying my best?,
"if i spent a lot of effort making something but i'm not very proud of the result, should i release it to the public or keep it to myself? if i don't release it, the worry is that i will never release anything?","save it, and keep it in a secret library. now keep adding things to the library. and then when you're ready, you can release the whole library, with dates for when everything was made. then that first project will seem more reasonable."
Can we be best freinds? yes or yes?,
when people send you hate do they ever send you more than the generic stuff (ex. kill yourself) or do they attack specific parts of what you do?,"i receive a wide variety of questions, both positive and negative, and often an intricate mix of positive and negative."
do you use samples for your cheeky horn or sax exclamations? or do you record little licks with things you have laying around?,"i have no idea what you're talking about. but i don't sample, and i don't play any wind instruments."
How do I submit a question?,
why are you really funny?,i'm just trying to be reasonable.
THE CAPS LOCK IS STUCK HELP ME BILL?,
would you like to have any plants inside your house or home?,that would be nice.
are you purposely dodging my questions?,no.
do you enjoy knowing/learning more about the world by doing research for your history videos?,oh hell yeah.
can you make a page for every time you responded i know what you mean?,
when are you coming back? I miss your videos:(?,they are all still available.
put something in your notebook?,i just added like 30 things last sunday.
How was new canaan?,it  was nice. i wrote a song there.
what type of egg are you?,hatched.
Does mayo rhyme with good?,it depends on the situation.
is your new video a good time?,oh hell yeah.
what is the longest answer that you have given to a question?,
"How should I learn to improvise on the piano? I can play classical music like Chopin just fine, but I have serious trouble improvising?","just start with one note, and sit around all afternoon deciding when to play the note, and when not to play the note. and how long to hold the note, and how hard to hit the note, and how long to wait before playing it again. experiment vastly with all these options. you can get wicked high too, if you want."
are you bill wurtz from the youtube?,"no, i am bill wurtz from bill wurtz dot com. i also use youtube as another way to post videos, but it's not where i'm from."
have you ever traveled in a submarine?,not that i recall.
are you 'murican?,i've never been tested.
"If you were about to get killed, would you try to escape? -tjr?",oh hell yeah.
Why do memes exist?,it is Jehovah's will.
how can i make F# minor but saltier? i tried sprinkling salt on the strings but didn't have quite the intended effect i hoped for?,it depends on the situation.
how do i deal with being rejected?,
greetings mr. wurtz what is your thought on people calling you mr. wurtz?,i do not enjoy it.
"¿if you ask a question in spanish and you put the ¿ at the beginning, why do you also need a ? at the end (sorry if the upside down ?s don't appear)?","you don't need any question marks, as long as it is clear that your question is a question."
cani gift you a slab of friendship?,sure.
"i have no friends, how do i get friends?",
"People who sign their questions are dumb, because anyone can just type that person's signature and pretend to be them ~Lauren?",i am quite sure that Lauren was charles the whole time.
opinions on linguistics?,sounds like a wonderful thing to do on a first date.
what do you currently study in terms of education?,i am do not currently study education.
please use Helvetica for the question page?,"i am not going to use any font for the questions page. it will remain fontless, so it will be displayed in whatever font your browser chooses. if you like helvetica, i recommend changing your browser's font to helvetica, and then poof the whole site will be helvetica except for the one place i did use a font which news flash is actually helvetica."
do you like the word cunt?,it is ok.
What is the opposite of a rubik's cube?,nothing.
Will you ever reveal your business secrets?,first i would have to reveal whether or not i have business secrets.
how many questions do u get on a daily basis also do you try and answer every question?,
do you like that dank weed?,it is ok.
If a taco is a taco then what is an enchilada?,i'm not sure.
"what do you think of the fermi paradox (the contradiction between the high probability of extraterrestrial life, and the lack of any evidence of it)?",saying there's 'no evidence' of life outside your planet without even leaving your planet might be jumping to conclusions.
"Because if the universe is infinitely  expanding, then the denominator of this self:universe ratio/percentage thing is infinity, and any number divided by infinity is 0, so you're zero. -ew?",something divided by infinity is not zero. it is considered undefined. that's why it is my job to define myself in the best way that i can. so far it is kind of a fun game.
I DONT REMEMBER WHAT I WAS GONNA ASK IT WAS A GOOD ONE TOO?,was it one of.
I forgot what I was gonna ask?,
is your history of japan video credible or is it absolute shit bc i lowkey used it for a project?,"it is aiming to be as accurate as possible, while also having a good time, and moving very quickly. and it uses metaphors. so when i say that hitler sent japan an email, it was probably not an email, because it was like 1940, so it was perhaps a telephone call or a handwritten letter. i hope that makes sense."
how did you feel when you got the award for best at weird?,strange.
Should i get a life?,"sure, if you want one. or perhaps make your own."
"opinions on lying, but not in destructive ways?",it is a useful asset to any artist's tool kit.
was 2016 a vomit free year for you?,i think so.
are you?,
do you prefer dry humor or fast jokes?,"i prefer wet jokes, at a medium pace."
do you experiment with microtones? i would like to hear more cool music using microtones?,"i have found that there is no system of tones that has any real musical meaning to me, other than 12tone equal temp, or complete freedom of pitch. so basically what i'm saying is if you go outside 12-tone you might as well go anywhere. like when speaking."
do you save the instrumental versions of your songs?,"i save the entire project, which can be instantly be turned into an instrumental at the click of a button, by muting the vocals. i am not sure if that answers your question."
"When I read a book all day long, for example, I start feeling a little crazy and disconnected from reality. It seems you work all day long, do you ever feel a little crazy after so much time of the same thing? :X?",i already felt crazy.
the way i live life feels right?,ok great.
should pandora have opened the box?,well it's too late now.
Can you estimate in percents the progress on the new vid? 7 months is a shitload o' time (probably a history vid lol)?,no.
can you make a page with all questions that you answered with i'm just trying to be reasonable?,
"hey, time guy here (from the 'what if time stopped but never started' question)i understand what you mean, but if time has no relation to events/activities as we know them,?",?what are you talking about. time has everything to do with all the events.
are you ever worried that your next video wont be as big of a success?,no.
"what's stopping us from starting the year in july, or december, or may?",modifying the calendar is a real drag.
wut?,
when is next vido?,
Am I a chicken?,no.
Can you unscramble: that bear nice?,hibernate cat.
"I know everyone asks you this, but why aren't you uploadingPS i am new?","because i have been making a video for the entire time since my last upload. it is going to be a long one, kind of like the one i did last year, except this one is a bit longer and crazier."
why should anyone say thanks to obama?,perhaps if he has done them a favour.
hey bill how is ur manual dexterity?,it is good. that is one of the reasons i do many of the things that i do.
can you please feature glottal fry in the new video?,i don't think i got a chance to use it in this video. it is used in history of japan.
Am I correct when I say that you're next video will be about England/UK?,not exactly.
"Sorry this ended up being many questions.With the new video, you said you're setting the bar higher when it comes to production value?","in some ways, but not others."
"Or I guess what I'm really trying to say is:Are you trying to find a balance between fun visuals and clear information exposure (not sure how to describe it but I hope you know what I mean: fun crazy effects;clear and easy to understand graphics),?",yes.
what is the most frequently asked question‽?,it depends on how flexible you are willing to be with how the question is phrased.
"there is a noise in my basement, what do i do?",make a noise in someone else's basement.
did you make sure to cover death in the new video?,yes.
can you make a podcast but instead of episodes they are songs?,sure. but it will not be called a podcast.
why does the american military kill so many people?,it was an accident.
"Bill I think doing weekly videos after this new video is a terrible idea, your fans know you for taking months to do a project. Why do you want to do this?",.
why does the bio page just say accidentally came to earth. it's weird?,why does your question say why does the bio page just say accidentally came to earth. it's weird.
where are you now in the graphics in the next history video?,about 16:40.
can you make a page for every ueqstion where you responded i think they are doing a great job?,
what is a crunt?,it's like a version of 'cunt' that you might be able to say in america without being sent to jail.
meme?,
What is the meaning of life?,
Any clue on what country is gonna be featured in the new video?Except from it being on planet earth?,
do you personally prefer january or february?,i like to experience them one after the other. that is just my preference.
01010111 01101000 01100101 01101110 00100000 01110111 01101001 01101100 01101100 00100000 01111001 01101111 01110101 00100000 01101101 01100001 01101011 01100101 00100000 01100001 01101110 01101111 01110100 01101000 01100101 01110010 00100000 01101000 01101001 01110011 01110100 01101111 01110010 01111001 00100000 01101111 01100110 00100000 01001010 01100001 01110000 01100001 01101110 00100000 01110110 01101001 01100100 01100101 01101111 00111111?,"i will not be making any more videos about japan unless there is a technological breakthrough soon that allows me to live more than 10,000 years. otherwise, there are just too many other types of topics, videos, and more, that i have left to do."
will you ever make a video about writing music or music theory?,i already have. but i will probably do something longer.
"do you have a personal philosophy or a ruleset that you base your decisions on? if yes, please describe it?",i always try to make sure 75% of my decisions are right and 25% of my decisions are wrong. this becomes even more thrilling when i realize that there is no way to know for sure which is which.
If someone asks a question with spelling mistakes do you ever correct them? (so that the viewers can understand it)?,no.
"If I wanted to ask multiple questions, would you prefer a huge message like this, or would you rather have someone ask multiple questions seperately? (if it's the second one, sorry!)?","i used to prefer separate, because to answer multiple questions at once requires me to basically write an entire essay re-stating all the questions, and it is cumbersome mainly for the reader. but then i found an easy way to interject answers into the middle of the question, which makes handling multi-part questions much more reasonable."
what is a good punchline?,henry the 8th.
is walmart useful?,yes.
"if bush did 9/11, does that mean obama did the boston bombing?",no.
What's your favorite dank meme?,
whats your opinion on grapefruit?,it is ok.
On a scale of one to ten how beautiful do you think dogs are?,i like to evaluate the beauty of dogs on a dog to dog basis.
Cheers bro (btw it's Dan from 4 comments ago)?,
do you think you could make a song for the dog demographic? my schnauzer is getting tired of all his usual tunes?,i don't aim at specific demographics.
what powers would a fictional superhero named Billwirtzman have?,being normal.
i asked a question but i forgot what it was can you help me?,
am i on the naughty list?,you are the only one on the list. you are the reason the list was made.
what is an anagram of one of your videos?,one of your videos = our noisy dove foe.
have you ever been emo? what is your opinion on the emo?,"the definition of emo is always changing, i will have to check to see what it means now. the name is derived from the word 'emotions', which is something i do partake in from time to time. however from what i understand 'emo' has strict rules and regulations."
http://vocaroo.com/i/s1a9BqoMSDmbwhat should i do with my life?,
what is the best pasta?,i am not responsible for the pasta rankings.
is january 14th better than january 16th?,"jan 14th has a little bit less light, in the northern hemisphere, and a little bit more light, in the southern hemisphere. that may be better or worse, depending on your preference. also those particular points in the year may resonate differently for different people, in various ways. i'm not sure if that answers your question, but if you are looking for a compromise, you could try jan 15th."
do you have any tips on learning x ray vision?,first you have to get it installed.
"what is your opinion on hipsters. or whales, if you would like?",i think they are doing a great job.
where are you now in the next history video?,graphics.
why cant you spell questiom?,i can.
my cat is really fat and I love him?,that's nice.
"i currently have 3 catsin the past, i have had a maximum of 1 dog and 4 cats- with a noise floor of 1 cat and 1 Dogam i a cat person? please advisep.s. Trump won?",you have been a person who is comfortable owning cats. it is up to you whether you would like to shorten that to 'cat person'.
"according to a previous response,>.267your next video (which, apparently, features 15 minutes about a place- backloaded) is 19 minutes and 300mSpleaae confirm if whether this is the current version or anticipated final-length goal?",
do you know karate?,i have heard of it.
if you could redo yesterday what would you do differently?,nothing.
what is your opinion on the current political situation in Australia?,so stable it seems like we never hear about it.
"What music are you into? Like genre (pop, rock, etc.) or decade (60's, 70's, etc)?","all, if possible."
how does it feel to have a name consisting of only 9 letters?,i don't know if i could quite describe the feeling.
"Was there ever a time where you wanted a segment of a song to give a certain emotion, but you couldn't figure out how?","no, it is more often that i have the segment which feels just a certain way, and it cannot stand alone, and yet i can't figure out how to build around it."
do you listen to vaporwave?,
Why do people keep asking the same questions over and over again?,
"what is the magic in a magic 8 ball, and how do i harness it?","it is an isohedron, floating in goo. if you smash the 8 ball on the ground, you will have access to the gooey isohedron. unless it is another type of 8 ball in which case it might contain cocaine instead, which might be more or less useful to you, depending on your preference."
i triple dog dare you to type a capital letter?,i use capital letters when i feel they are useful. i dare you to notice.
how do i get my cat to love me?,"you can't make anyone love you. you just have to be who you want to be, and let whomever really loves you love you."
what is your favorite chord on the piano?,
will you ever make another trivia video in the future?,i think so.
could you please repeat/summarize/link me to all the hints you gave on your new video?,i would never be able to find them all. also your idea of a hint may be different from your neighbor.
What are your thoughts on soup?,it is better if you don't think about it.
what is your ideal timeframe for becoming a less mysterious person?,a little bit every day.
is a hot dog a sandwich?,
do you think there exists an alien race whose entire language is blerg?,"sure, there are many animals on earth like that. but if that is the only sound they can make, their language will not have as wide a range of communicability as ours."
hows your week been?,ok.
if someone says they are not alright are they all left?,"no, they are likely a blend of left and right, etc."
"damn, it seems like writing songs is a lot like being in prison?",i know what you mean.
if i ask a question will u answer it?,
how do you make your music?,by surprise.
What's the craziest time signature you've used?,"time signatures are not crazy. they bring structure, and reason, to the otherwise potentially chaotic flow of time."
ill ask differentlywhen are you going to release a new history vid i heard some rumors that you have something in the making lol?,
why am i daed?,as of the time you asked this question you were not.
"i know thit isnt a question but a request, but 1. can you please use helvetica instead of arial on this page?",i am not using arial on this page.
and 2. can you please embed any typefaces that u use here?,i don't use any fonts.
because on devices without those font?,(no fonts).
the page appears in some ugly serif typeface?,"it will always appear in your browser's font. if you don't like your browser's font, then i am glad i have helped you come to that realization."
why?,
what is your opinion of calligraphy?,it is corrupting today's youth.
What is your favorite thing to eat?,
how much can I get for some used pirate black yeezys?,maybe $200.
do you have any particular feelings about half-time shuffles?,i'd say they are purdie good.
egsy id yhr figgrtrnvr nryyerrn fidhesdhrtd snf esdhinh msvhinrd?,a dishwasher does not have to be a machine. and a washing machine does not have to wash dishes. i hope that makes sense.
give us a hint of what history of ... are you going to do next?,i have already given so many hints that some people know the entire contents of the video.
why do you make your videos so funny?,i'm just trying to be reasonable.
what is the best type of dog? I have run out of dogs and need more?,under.
greetings bill have you considered making a page on your website that updates us on the progress of the new video? (maybe like the format that was on your instagram)?,i will not be doing any site updates until after this video is done.
how long can a knife be before it becomes a sword?,medium.
plz release a new history of videohistory of poland would be a great topic?,
01000100 01101111 00100000 01111001 01101111 01110101 00100000 01101100 01101111 01110110 01100101 00100000 01101101 01100101 00111111?,
did the universe choose to be a universe?,what makes you think the universe is a universe.
thoughts about ishigaki? a Japanese island in the Pacific with nothing with a village office and high school?,i have not been living there long enough to have an opinion.
why don't polar bears eat the penguins?,maybe because they don't like the taste.
"As you mentioned earlier, time management is a huge issue for creative artitsts or anyone in general, how do you tackle it?","i don't recall ever mentioning that, but for me it's pretty simple, i just try to do everything as efficiently as possible."
what do you think about toasting only one side of the bread so you can have toast and bread at the same time?,"that seems adventurous, and advantageous."
im confused how do i get out of my room?,"most rooms are built with a door. if it does not have a door then it is not a room, it might be a box."
what do you think of biznaz?,it's pretty cool.
what do you think of taking care of biznaz?,i will put it on my agenda.
is two questions okay?,yes.
shit i mean is three questions okay?,yes.
shit i mean is four questions okay?,yes.
shit i mean is six questions okay?,yes.
"ha ha, got it?",
hi could u please make more like the history of japan but about other history shit i just learned more than i have all year thank u i love u?,
what do you think of businessdogs?,"they are worldly, and well traveled individuals."
What is the meaning of life. Why are we here?,why is who where.
"Why do we exist? :,(?",
am i a gay?,i don't know.
relentlessly asking you until you confirm what is spooky for u?,you have so far not asked me. perhaps it is not time yet to get relentless.
What do you think of businessmen?,"they are cool, but it is important to remember that men are not the only ones who can do business."
Why do we exist? :(?,
貴方は本当悪人？?,
What's your opinion on Zimbabwe?,it is where the swahili used to get all their gold.
are you tired of these binary code questions?,"it's kind of like when it rains for a week. you know the rain will subside, and when it does everything will be greener and the temperature will be a little different."
what is the system?,which system.
what's so great about sleep?,nothing.
01000011 01100001 01101110 00100000 01111001 01101111 01110101 00100000 01110011 01100101 01100101 00100000 01110100 01101000 01101001 01110011 00100000 01110100 01100101 01111000 01110100 00111111?,yes.
can the desperation to reach a breaking point prevent you from reaching it?,i don't think so.
do you know -- --- .-. ... . / -.-. --- -.. .because i heard a rumor that only cool kids know morse?,"i used to know it, but i haven't gotten much chance to practice it since the 1920s."
i dont understand the answer?,which answer.
can you please dedicate the rest of your existence to making documentariesseriously history of japan was amazing?,i will dedicate some of my life to that. as an added bonus i have dedicated the last 7 months of my life to that.
did you use a specific plugin for the delay effect on your vocals for alphabet shuffle? or did you just make a quieter audio clip?,"i just use regular delay, like you would get at the grocery store."
boxers or breifs?,
01001111 01101000 00100000 01000010 01101001 01101100 01101100 00101110 00100000 01010111 01101000 01100101 01101110 00100000 01110111 01101001 01101100 01101100 00100000 01111001 01101111 01110101 00100000 01100110 01101001 01101110 01101001 01110011 01101000 00100000 01111001 01101111 01110101 01110010 00100000 01110110 01101001 01100100 01100101 01101111 00111111?,"as soon as possible, duh."
01000001 01110010 01100101 00100000 01111001 01101111 01110101 00100000 01101110 01110101 01101101 01100010 01100101 01110010 00100000 01101111 01101110 01100101 00111111 00001010 00001010?,
what are your feelings on korea?,"they are having a war, and it's on pause."
What is an example of a cliche?,the space-time continuum.
What's that feeling you can only say in French?,je ne sais quoi.
Have you ever been to new canaan pennsylvania and what's it like?,"new canaan pennsylvania does not exist, but i have been to new canaan connecticut, and i actually wrote an entire song exapaining what it was like, i am not going to explain it again."
What causes tectonic movements?,"the previous tectonic movements, i guess."
will your next video come in the next 2 months at least?,i think so.
concept: your genre is called bill-wurtz-core?,that seems mostly reasonable but i don't know why you would need the word core.
