question,answer
what chord is being played at 1:12 here: https://www.youtube.com/watch?v=bp1yaEbIfl8&t;=72?,"play Emaj triad and throw in A# note and you'll be all set. for the folks at home that's notes E, G#, A#, B. real thick. double the octaves. it's a large ensemble."
i wanna go home?,i know what you mean.
"not sarcastic or anything. anyway here's the question: would you rather save the entire world excluding united states, or would you rather only save united states citizens you have only 2 choices?",
Hi bill it's your mom?,no it's not.
why can't you tell us the process of the new video?,"i think i wrote a 3000+ word answer about that, maybe a couple days ago."
sometimes I think about how there used to be ladders in the old times and I think wow. What happen?,"well, the designs got better. so now there's better ladders. i'm sorry about that."
when will you do another monday video?,how about some more tuesday videos.
wat about a cactus on a skateboard?,seems legit.
do people actually live in wyoming?,i'm not sure.
what do i do when ive lost passion for something ive been doing for a long time and ive set my future around?,discover a new planet! and kick out the previous inhabitants.
i keep recording audio journals so i don't have to write everything down but i hate the sound of my voice so that makes me want to not listen to the things i said but the things i say are important and now i can't remember what i said but id rather have krazy glue funneled into my ear than listen to the recordings so how can i hate my voice less?,"you might have to stick to text for a bit longer, until you get more confident and comfortable."
"why did you make the history of the history of the entire world, i guess video?",explaining the entire history of japan (or at least sort of pretending to) in a 9 minute video was a big breakthrough for me. it was the obvious next step to raise the stakes to the entire world. what could go wrong.
How do you keep yourself happy?,succeed wildly.
Describe yourself in a nutshell?,i am not in a nutshell.
how can i find people like myself?,"i have no idea, but if you be yourself louder then people might find you more easily. that's just my best guess, i'm not sure if it's the right answer."
i want to make music so bad but i just don't fucking know how and it feels like i'm being buried alive by all the possibilities and i was late to the game in terms of experimenting and i feel like i will never acquire the skills i need at this rate?,"no one knows how. there is no way to write music. other than the way each person makes up on their own. you might even have an interesting advantage because you don't think you know anything. but either way, you have to try something first. it's like untying a knot which is trapped in a block of ice. you are not going to even touch the knot until you break the damn ice. to break the ice, just hit it with something large, anywhere on the exterior. anywhere, it doesn't matter. or if you prefer to just raise the tempurature of the room that might do it."
"Bill, I want answers?",well you came to the right place.
what goes on inside of the mind of the almighty bill wurtz?,"i am only partially mighty, but i try to stay focused and keep things simple, and always continue to make progress."
"How long did the entire history of the world, i guess take?",11 months.
is it ever not fun to be bill wurtz?,"it is somewhat challenging, but ultimately very rewarding."
These are questions that keep me up?,i don't believe you.
What do you think of your first video? (Well it's not so hard to do)?,"well, it was not so hard to do. and neither was the song, which was recorded 6 months earlier."
have you ever judged a cover by its book?,yes.
Brains?,"ah, you make a good point."
do you have a GIRLFRIEND?? (>^-^)>?,oh yes! just kidding no.
"hey Bill, i just read your update on the new project and how you are looking for faster ways to make videos. This is a very relevant issue for me as well, and i have some ideas that might be of use... i started out making everything in After Effects (i dont know what software you use but this should be relevant regardless) which is great and amazing but non efficient especially when you have a identity of textures and tones that is some kind of starting point and a through line through all your different projects but reusing previous stuff from other After Effects projects feels werid and is not ideal. i have recently been learning a coding language called Processing which i am using to create programs to execute visuals before i bring them into After Effects. For a a hopefully relevant example to you, i could make a program where i can type in text, have a rgb slider for base color of text, create duplicates of text on top of one another with differ ent colo rs and choose a display style like a repeating pattern of text or a silly wobble distortion or something. Then i can save the text as a picture or video and then do the polishing in After Effects. These little programs you can make for various reasons and reused without loosing freshness or constraints as you can easily add a few parameters to the code for every projects adding on to the base you have built up which you can execute and use immediately. The beginning of this process is the worst by far and takes time but it seems to me like the efficiency ratio is a constant upward line with no plateauing and from your knowledge of html from making this website, i think the starting momentum would not be too terribly slow. this might be helpful to you, thank you for changing the world all the time?",i would like to talk more about this! have you checked out my email address on the email page of this site.
am i ever going to feel happy again?,yes.
Do another history video?,how about something a little different.
you are the only thing that keeps me sane?,well hopefully i can get you even saner in the future.
how do you keep your phone charged?,well i can't keep it charged but i can re-charge it after it gets de-charged. using a phone charger.
"hat idea: baseball cap with two brims, one out the back. hope i helped?",i will consider it.
you saved my life through an email conversation and now im living the life i dreamed about. god bless you?,oh nice.
Bill should I name my child pop tart whole grain?,sure.
what percentage of your audience is female?,"i think somehwere between 40% and 60%, but i can't be sure."
my eyes hurt from reading that long ass-answer?,"i'm sorry, i will try to make my answers shorter, in the future."
i think i have a certain mental illness but i cant go to a doctor to get a diagnosis (thnx parents) what do i do?,are you sure you need a doctor's permission to be who you are.
what's the eighth word you say/sing in the new thing you're working on?,it depends how you count them but i think it's up.
does it hurt your feelings reading hater's questions? :((((((?,not anymore.
"Bill, I have to write a character description of a PLANT. A plant that has had no dialogue or personality in the story whatsoever. (The river plant from Gilgamesh). What should I do?? IT IS A PLANT!!!! >:(?","describe what it does for the story. if you are having trouble, try deleting the plant from the story, and figure out what's different. or, as another approach, try to imagine a different way that the plant could be which would make the story different. then re-set to the way the plant is, and that might give you a better picture of what needs to be mentioned, when talking about the plant and what it's doing for the story. i mean it's gotta do something for the story otherwise it wouldn't be there. or who knows, maybe it shouldn't be there, in which case maybe you could make that argument."
why are you such a nerd?,i'm just trying to be reasonable.
Why do people keep trying to find out the third word of your new thing?,perhaps they think they already know the rest of the words.
9.18.172:03 pm  how are you so sure it's not your mom?,many reasons. but my mom would say it's not its.
"Can you please make a new documentary, like a 'history of [blank]'? I really enjoy them, especially the history of the entire world, i guess, and I'm sure everyone else enjoys them too.So yeah, can you please make another documentary? I know it takes a lot of time, but 'Hard work pays off in the end'?","if i'm gonna do something that takes that long, i think it should be more of something i haven't done yet."
How do you know if a question is or isn't from your mom?,"there can be many different clues, depending on the question."
why dont you ever use lowercase letters?,why don't you.
5.19.17 10:53 pm  WHAT? man you're so lonely :( don't you have friends? :((((((?,that wasn't the question.
what are you trying to do with your life?,whatever i can.
what should i do?,perhaps a task.
how did you make that aaaaaaa sound after we've come so far in i wanna be a movie star?,i'm not sure what you mean. i would listen to it to check but i haven't heard it since the video was made and i'm not gonna listen to it now.
zombies have taken over my brain what do i do?,take over some other peoples' brains.
Hi bill its your mom?,no its not.
pls help bill what are the time signatures in i wanna be a movie star? i've been struggling to discover it but it's so difficult and?,"the main hook/chorus is 4+5 (alternating 4, and 5.) the verse goes 4, 5, 4, 5, 3, 3, 6 (i know you may think it makes no sense to use 3's and 6's both, but that's just the way i think of it. you could break any of these up any way you want) and the second half of the first verse is the same BUT, i can't remember, there might be an extra beat at the end of the verse, so the second time around might be 7 or 6. i remember there was some discrepancy here, different ones felt like they needed to be different ways. i haven't heard it since it was released. the end of each verse might be either 6 or 7, you'll have to count yourself, i haven't heard it since it was released and i'm not listening to it now. The chorus right before the bridge is cut short, so that entire chorus would be 4, 5, 4, 5, 4, 5, 4, 3. The bridge is 6, 7, 6, 4, 7 (you could break this up in many different ways. also not totally sure about what the hang time is on the end of the bridge, i don't remember for sure) all these times are expressed in terms of quarter notes. so when i say 5 that means 5/4."
Give me that fucking video?,which one.
how do i become as radical as you?,only you know.
"are you nocturnal,?",no.
"because i notice a pattern of a lot of your stuff being uploaded at like, 1:00 am?",looks like you haven't noticed the patterns of all the other times i upload things.
would you like a small seashell?,sure.
I am becoming impatient?,me too.
"why the huge ass questions recently? i get that you want to help this man while he's in a rut, but sheesh it gets to the point where it takes up almost half the window and two times my phone screen?","i've always answered a variety of different types of questions, and i will continue to do so, in the future."
I'm going to jury duty tomorrow what do I do?,"it's pretty simple, i think you just show up and then they tell you if you have to keep showing up."
is your next Thing going to be fun and cool?,yes.
how does one C Major?,"use the notes C, D, E, F, G, A, B, C. and maybe C, E, G at the same time, or C, F, A at the same time, or D, G, B at the same time. experiment a little and you will surely find other groups of notes in this set that work at the same time. and maybe even learn some of your favorite songs, using this note set."
how long does it usually take you to pick youroutfit of the day?,about 4 seconds.
"it may be an on again off again relationship either but you have something going and i know for sure, i feel it, i get sad, so even if they are hidden under some fuzzy lines of seem to look like weird words, please tell more about that?",about what.
"We're trying a new way to reach you.Please wake up, we miss you?",
Why did you leave me?,who is this.
is your name john?,i will check.
do you think you'll ever change the font size font color or font font?,of what.
how to care about things?,"perhaps you should ask yourself how you cared about caring about things, which is a thing."
is lettuce actually a pet?,i don't have any pet lettuce but perhaps someone else does.
why has God abandoned us?,what do you think god is and what makes you think it has abandoned anyone.
"you seem to care more about execution of a goal than the goal itself, when evaluating things. people especially. whys that?",i don't really know what you mean. but what's the point of a goal if you don't do the goal.
i dont like much pop music because it seems more obvious. is that valid?,ok but what if something you think is really darn great and awesome becomes popular because everyone finds out how great and awesome it is? are you gonna change your mind just because other people catch on to it.
what to do if you keep on losing at everything?,change the game.
was 'do the thing' inspired the ralph waldo emerson quote? (the one where he says do the thing)?,no.
Llamas or alpacas?,for what.
If the universe went upstate would you follow?,the state is already part of the universe.
Are trees just earth boners?,"i never thought of it that way, but yes."
why don't you use emojis on the questions page?,it doesn't seem necessary.
OH MY GOD TODAY HAS NEVER HAPPENED BEFORE THE WORLD IS CHANGING FOREVER IN INFINITE WAYS IN REAL TIME AND NOBODY KNOWS WHERE IT'S GOING AND I CAN DO ANYTHING?,i see what you mean.
bill what is your favorite michael jackson song/album?,the one that was a hit and/or very popular.
shit. having idols is tricky... i find myself wanting to become more like them but i can't forget who i am?,don't forget that all your idols had idols.
woah! how did you make that repeat sign on 9.13.179:00 pm  that is so cool?,"use the straight slash and colon. they should both be right there, on your keyboard."
"hey, so i just heard this song on the radio, i thought it was a cover of toto's africa- it was a pretty shitty cover, but i thought someone was doing a cover of it. then when i looked it up later i found out that it was a jason derulo track called fight for you and it doesn't mention toto or africa anywhere on it. yet it has the same chords and even the same lyrics! it occasionally cut in some terrible pop verses but man it is actually a rip off and i wanted your thoughts on this?",.
How can i surpass the shame and the fear of disappointment without becoming stupid and mediocre?,"you could try being intelligent and extraordinary, and not disappointing! maybe that's not the right strategy but i think it's a good one."
Hey bill what are your thoughts on the pictures I tweet you?,which ones were yours.
should i get a $1000 ring to remember the bad time i had in college? say no?,.
I know if you're using a drum machine or programming drums you can make any rhythm you want... but otherwise does 32nd notes really just mean play this as fast as you can even if it's not actually 1/32 of the beat?,"no, it means 8 notes per beat. actually it means 8 notes per quarter note. or 32 notes per bar, of 4/4."
what sort of advice can you offer?,my advice is unsorted.
why is the history of japan video getting popular?,it has already been popular for quite some time now.
what do you think about the emoji movie?,looks like it's shaping up to be the next bee movie.
How can I contact you?,"you could use E-mail, on the world wide web."
F R E ER E A LE S T A T E?,oh i will pee my pants.
your my angle?,oh nice.
Favorite gender?,i like the unique qualities of each one.
How to Segway between topics thanks?,"start a new topic, while leaving the previous topic by the way side."
are you going to make more short jingle videos?,how about something of a more medium size.
do vegans call their loved one 'honey'? or do they just call eachother.. 'maple syrup'..? :P?,i think it depends what time period they are living in.
how to find Triforce?,"i think you have to play one of the zelda games, and get to the end i guess. or maybe you can find it on the front cover of the game."
would past you be jealous of current you if the situation was such that neither knew that the other was really them?,oh hell yeah.
do you love a challenge?,sometimes.
"hey bill, can you help me figure out what the time signatures to this song are? https://m.youtube.com/watch?v=_yxF7gv_-ng?",seems to be a loop of 7/8 + 3/4 + 3/4.
whatcha working on?,a song/video.
Is it hard to communicate because people are too strict about yhruf tigcx and dcibutuknd sjd unruly sbtrbakk. Infrared hue alowce with thief brajns7 and a oenids?,you seem to be doing fine.
"9.11.178:22 pm  was the process of making hotewig so insane by march that you decided shit dog, i need to take a second to write some music for a bit? cuz that's completely understandable?","yes, i figured it would be a good idea to generate some material just to see what i would come up with, because i had not generated any new song material in a long time."
"9.12.1711:02 am Why do girl like musician so much, dudei've been a musician all my life and they never seemed to like me, or at least if they did they didn't tell me : but you have such a humongous fanbase with a large female percentage and i have myself seen hundreds of people wishing to be your partner and showing great deal of interest in you?","that's not musicianship, that's fame."
why are dreams so weird?,"because reality was not weird enough, i suppose."
Perhaps a girl who is attracted to you could be painfully shy and live far away and chooses to flirt under the guise of a mild mannered weather lady. Back to you ted?,"oh that seems reasonable, if not downright plausible."
12.15.161:07 am  ... Can you please translate the 1st and the last two words? I can't?,"greetings, christmas music."
Would blue or red look better on a t-shirt?,it depends what you mood you are in.
how will you compete with the controversy of that guy who said the n word?,perhaps i could have lunch with kim jong un and discuss basketball.
Hey bill can you please help me with this harmony over here?https://www.youtube.com/watch?v=OZnB0j-2PwYi'm having trouble at the B setion cause of the bass inversionslove you?,b section (starting at 1:02) is Dbma7 _ C7 _ F7 _ _ _ Bbmin7 _ Eb7 _ Ab7 _ Dbma7 _ C7 _ G7 C7 Faug7 _ Bbmin9 _ _ _ C (bass only).
do you dislike disliking things?,yes.
what do you think about questions?,they are nice.
"7.19.164:40 pm yicyig noop skytha kacdu ufoi fupes yahej i dug tyts eoches frozum prery? ochim, be droob ibbirtem duegpeco'Did you ever figure out/have somneone else figure out what this meant?",no.
"Hey Bill, here's your periodic chance to tell us when you think the next thing is gonna come out?","oh right, and then have everyone mad at me when that date arrives if i don't make it, to add insult to injury of not having made it."
do you like disliking things?,no.
is the new thing really crazy? :D?,nifty.
"Why do girl like musician so much, dude?","i've been a musician all my life and they never seemed to like me, or at least if they did they didn't tell me."
Will you ever do an interview/have done an interview? (this page doesnt count)?,are you sure.
i don't think you're real?,fair enough.
is the third word in the video new?,no.
"Ever thought about making music with things that most people don't usually consider musical instruments? (like shoes, blenders, etc.)?",sure.
what's your general policy on a person killing themself?,seems counter productive.
Is the media misleading? (mainstream and alternative)?,"they are leading you to watch their programs as much as possible. which could be misleading, depending on which program you are supposed to be watching."
