question,answer
if your songs page has all of these snippits of songs from your vine why isn't lets go to africa and find love in the jungle on it?,that's a good qustion. drawing the line for what gets included on the songs page is an ambiguous and imperfect endeavor. i have changed my mind several times and it will never be quite right. it's this kind of ambiguity that this entire site was built in the face of. the entire reason this site exists is because i was able to learn to live with that sort of ambiguity.
do you support Donald Trump?,"yes, i am giving him $5 daily allowance. i hope he is using it responsibly."
oh god bill your website is blocked at my school i had to use my phone to submit this what do i do? should i contact my school? perhaps i can get a statement from you saying dont worry school im not dangerous i just make funny vids that would probably help?,"oh hey, can you email me and help me troubleshoot this, i think i have some ideas about this. billwurtz at billwurtz dot com thank you."
what can i do to make you make longer videos?,"well, you'd have to be willing to wait for the time it takes for me to make it. for example, i could be making a 'longer video' right now, and yet you have still assumed i am not. why would this be."
i wanna cross the street but how?,you could take a boat.
i hate school help?,"well that's ok, you can do it without help."
rate your self-esteem from 1 to 10?,i.
do you live somewhere you can scream as loud as you want?,no then you could damn well bet i would actually be playing drums in my videos.
Do you make music videos just for fun?,not just.
did you create spotify for good or for evil?,i did not create spotify but it was created for evil. no offense spotify if you are reading this.
"if u could chose a ueqstion, what would it be and what would ur answer be?","wait let me get this straight, i built this entire page so you could ask questions, and i answer all the questions, now you want me to ask them too."
how important is a positive mental attitude?,my question to you would be how positive is an important mental attitude.
can you sing?,yes.
what is your hobbie?,doing business.
what is your weakness?,being strong.
what did you do?,i went to sleep.
Do you think you'll make more medium size jingles? (Like the longer/stronger videos one)?,"been aiming for a bit longer/stronger than that. which incidentally was also what i was wishing for at that time as well, but didn't have the chance."
Do you prefer bongos or empty cereal boxes?,back in my day you could get free bongos inside cereal boxes.
what does nasa stand for?,national association of space association.
why are you my daddy?,because your mother and i had a very special time together which caused you to be born 9 months later.
what kind of pranks should i pull?,medium to high brow.
Why didn't you actually do a full length speech at the shorth awards?,"2 reasons. i did not have anything to talk about, and also there were already way too many long speeches before mine and i think everyone was ready to go home."
who's gonna win the world series?,the alaska polar beringers.
fuck my ass nigga?,right now i don't think i have time.
can you tell me a secret?,sure.
how do you enjoy spending halloween?,making as much progress on the current project as possible.
I'm so gay for 18th century american hymns?,"oh, #relatable."
what do you like to do?,"build rainbows, and do consruction on existing rainbows."
can you upload videos in 60/50fps?,that would be useless because they are made at 25.
how does the universe work?,"millions of tiny little explosions of friendliness, and courtesy."
"videojames or videoshames? the context doesn't matter,?",yes it does.
just answer?,
do a unboxing video?,ok i will do it when i get a chance.
How can i be a better person?,have you considered that you might already be too good.
Who's your favorite batman villain bill?,batman.
How can i cope with my fear of needles?,"start a needles club, and invite all the needles."
Are you my mom?,yes.
if i don't make music i'll die?,"ah, #relatable."
"Do cubes exist in nature,?",i think so.
did you record your writing sessions like in the way that you recorded the processes for making hoj/hotewig?,yes.
can you help me with fashion?,sure.
whats the best way to learn music theory?,which theory.
how to decide which parent is better?,hold a competition. put it on television if possible.
I just started playing guitar. What should I do if the tips of my fingers hurt because of string tension?,"stop for the day, and tomorrow, your skin will magically be a little stronger. do this for a few days in a row and your fingertips will have a custom made suit of protective armor."
do u have piercings?,no.
do you ever have ideas that seem fine by themselves but not when you put them together and if so how do you deal with that?,"well in general i find that it's not a happy strategy to just be frankensteining ideas together. in fact that has never once worked for me. instead what really only seems to work is to custom make the second idea knowing that it's going to go with the first idea. so that means if you have an idea in your idea collection that feels like the second part of something, you're going to have to work backwards and come up with the first part knowing it's going to go to lead into the second part. i should add a disclaimer because sometimes i get hate mail on this subject -- just to clarify, there is surely nothing wrong with combining 2 separate ideas into 1, and it may work very well for other people but it has never worked for me."
What is your preferred method of getting up in the morning?,going to sleep.
Have u ever met a Russian?,yes.
what is the main color of your bedroom and all the objects in it?,turquoise.
Am I pretty?,probably.
it is your birthday?,"ah, you make an interesting point."
How can I show love without looking weak? I need answers?,lift weights! whilst showing the love.
Is a bull a male cow?,it might be.
opinions on eggplants?,i think they are doing a great job.
what color are the majority of your socks?,black.
which is the best holiday?,today.
happy birthday?,thank you.
what's your favorite form of precipitation?,cold hard cash.
whats so good about life?,you can do stuff.
"if someone says they'll show up at 7:00 but then they don't, what should i do?","call/text them, wait about 13 minutes, then leave."
what do you think of most popular music?,"i think it is usually either very very good and strong, OR else just imitating something else which was recently good and strong."
is 2017 a prime number?,yes.
"good afternooon mr. bill wurtz, i adore u with all my heart , why do sharpeners fly?",what is a sharpener.
whats the difference between RNA and DNA?,"DNA is like, better."
im crying you don't use pencils bc it's 2017 I know at least TWO art teachers i've had that would scold and/or glare at you if you were their student?,why.
10.13.178:14 am  why don't you watch your videos after you upload them to youtube?,surely i have seen it enough while i was making it. then it's more important to watch whatever new one i am working on.
how much research did you have to do for HoTEWIG?,
why does the chromatic scale start with C instead of A?,you can start it anywhere.
what do you call the style of music you write?,"oh thank god i don't have to deal with that, otherwise i would never be doing it."
and what lead you to make it sound all like that the way it does?,i'm just trying to be reasonable.
"everyone says I give off a nervous vibe all the time, how do I make myself seem laid back and cool instead of spaztically anxious and affected?","you could buy a large tract of land, or maybe just some sunglasses or something."
have you ever written a jingle using only white notes?,yes i'm sure.
have you ever tried harmonizing bird sounds?,oh hell yeah.
This is actually seriousI really want to know how you get inspired you are SERIOUSLY creative and how Lease don't ignore this is important?,i'm just trying to be reasonable.
"my battery is at 41%, reminding me to ask you what the 41 means in song 41?","it means the same thing as 51 in area 51, which if i am correct means what the heck is going on in there."
"How/where can I learn music concepts? Stuff like notes, G minor, E, F, C, etc, just fly over my head?",if you find a piano keyboard i will tell you what the notes are.
should i be honest with people?,sure.
whats the best season?,the new one.
why is elevator music so bland?,so as not to distract you from your elevator ride.
10.16.1711:09 pm  why not get the kind that has the long eraser that you can twist out as it wears down and replace when it runs out? even if you got a new one each time it would last a lot longer than one with a tiny unreplaceable nub. usually they come with extra erasers (and lead) in the pack. they cost more but it would probably end up the same or less as the amount of pencils you would go through in the same length of time. it likely makes little difference but maybe you might want to try and see if you like it?,"i like my current brand so much there is no way you are going to get me to change. i buy large packs and they are all different colors. however, i haven't used any pencils in a long time because where i am it is currently the year 2017."
what does the caps lock key do?,it makes all the letters capital.
and why do you hate it so?,"i do not hate it, but i guess my question is why do you hate it."
why did they do the american revolution?,because they wanted the government to be closer to them.
okay but do you ever just feel like ah?,yes.
are you ever just tired of life?,no.
"Dearest,WurtzIt was a sunny winter afternoon when I stumbled upon a certain video of yours titled,Soap tips?",that can't be true. since that video came out it has not been winter anywhere.
It is a very well put together piece of media I've found very pleasing to ingest with my eyeballs. But a certain subject you flew by was the §oap gods?,
Are you gonna make some halloween themed content this year for halloween?,no.
hey bill how do you feel about a one'a these right here: ab so lutely?,that's tim's dad.
Why are we conscious?,to see what it's like.
will you make longer and better videos on youtube?,"i always make them as good as i can. longer ones take longer to make, so i am currently focusing on videos of a medium size."
what kind of phone do you have?,tele.
"do you ever just look at some shit and go well, that's just the universe?",yes.
10.16.1711:55 am  Has anyone ever been able to piece together the song you're making before you even release it using the information you leak on this page?,no.
"how do you feel about 15th chords, are they impostor chords?",15th is really not a chord name that gets used in real life. so you'd have to clarify what it means to you.
why is i capitalized in english?,perhaps english people feel they are Important.
will we ever run out of creativity sauce as a species?,no.
have you ever thought of choreographing dances for your songs?,yes.
"Question for Bill Wurtz on 10.1.17 4:23 pm : define random.Bill says chosen without reason blah blah preferably by computer to eliminate accidental reasoningI feel the particular response to be inadequate due to some researchOne thing that traditional computer systems aren't good at is coin flipping, says Steve Ward, Professor of Computer Science and Engineering at MIT's Computer Science and Artificial Intelligence Laboratory. They're deterministic, which means that if you ask the same question you'll get the same answer every time. In fact, such machines are specifically and carefully programmed to eliminate randomness in results. They do this by following rules and relying on algorithms when they compute.You can program a machine to generate what can be called random numbers, but the machine is always at the mercy of its programming. On a completely det erminist ic machine you can't generate anything you could really call a random sequence of numbers, says Ward, because the machine is following the same algorithm to generate them. Typically, that means it starts with a common 'seed' number and then follows a pattern. The results may be sufficiently complex to make the pattern difficult to identify, but because it is ruled by a carefully defined and consistently repeated algorithm, the numbers it produces are not truly random. They are what we call 'pseudo-random' numbers, Ward says.- MIT School of EngineeringHow do you feel about this? Will you stay with your stance of preferring computers to eliminate accidental reasoning or have you been influenced to believe that the machine can never trump human creativity?","if you just take a number value associated with the current time, on a very small scale, and convert it to mod7 for example, (if you are looking for a number from 1 to 7) you will easily get random choices that no human user could ever manipulate. but furthermore, there are even some more advanced techniques happening on random.org which enables it to easily give me random sequences of numbers which are more than good enough for anything i could possibly need random numbers for."
how do i get grass happy?,you just have to trust that the grass will find happiness on its own.
10.14.174:11 pm  Will you add litecoin too? Pretty plz :)?,sure. i will be more likely to add it sooner if you send me an email explaining how to do it.
how did you pass precalc?,i did not.
how do i come out as gay to my parents and friends?,i don't think it really matters that much.
how to mak babie part 2?,trying to explain to the baby what the hell is going on in the world they now live in.
"how would you define creative,?",able to evade definitions.
what is the 27th note of your new song?,G.
how to mak babie?,"ah, thanks george, for your question. i'm excited to tell you, and the studio audience, that anyone can make babies in the comfort of their own home. and i know you are thinking, but jeff, how is this possible? but hold on to your hats, we'll tackle this and more in just a few minutes. stay tuned."
Do we actually exist?,sure.
i cant sleep because i want the sun to be happy and protected?,it is.
Make pizza?,i will do it when i get a chance.
is the questions page limited to just questions? could people just comment or say something to you?,you'll have to try and see.
10.12.179:16 pm  i have lost all respect for you?,"ah well, if using computers to enjoy the written word is not something you respect, then perhaps i may lose respect for you."
are your notebook entries/tweets random thoughts that come into your head?,no.
will humans ever evolve?,"yes, they've been doing it for quite some time."
do you have a spotify?,"i'm on spotify as an artist, but not as a listener."
"have you actually been to Alabama, oh yesss?",yes.
this website is violating the NAP how do you feel?,"i don't think it does. although your question might violate it, i'm not sure."
what happened to the reality page? oh no what happened to my punk tutu appears instead of a video?,"i've never had that problem, and i tested it and it worked fine. maybe you can screen shot it so i can see what it's trying to get at in the URL? i made a slight adjustment that might have fixed it but let me know."
do you like making songs?,yes.
is soap a metaphor for drugs?,i suppose it can be but i have never used it that way.
Who made the alphabet?,you.
Should I work for myself or others?Should I make others happy before myself because that hasn't been going well :((?,try a little of both.
"help, a girl is attracted to me\?",i will try to help.
Am I a cat?,i don't think so.
"hey bill this is just a suggestion but i think you could make a system like posting short videos (like the 10 seconds ones) in between longer videos to make the wait on longer videos bearable and to also make your work more chill and not time chasing. but that's just a suggestion n idk your circumstances, so you live the way you'd like to live your life?","i have already done way way way too many videos of that length, and it doesn't please the audience either, becsuse they take it as a message that i'm not doing anything longer. as a compromise i will be doing reasonable sized videos on a reasonable schedule."
a guy called bill wurtz keeps appearing in my recommended box on youtube for some reason. Are you getting this too?,yes.
can i trust myself?,probably.
Can I donate you a bunch of cotton balls?,i already have way too many.
where is the moon?,20leo.
How do you use a keyboard?,"press the buttons, according to which notes you want."
will we ever see more on your jazz page?,yes.
Are you illiterate?,no.
do i look fat in this dress?,you will have to decide for yourself.
Will you come to Youtube fanfest?,i've never heard of it.
who's the definitive best Power Ranger?,you.
can i just ask like a bunch of different questions?,i will check with the rules and regulations.
what do you think about the holocene calendar?,seems legit.
why do you like to purposely misspell most of your website titles or something like that (is it supposed to be a mistake)?,graphics free title graphics.
Person who asked you abt if you like making the visuals for your songs/why you do them;I hope it's not too bothersome for you and I assumed this was the reason because I guess people tend to keep their interest on something when there are multiple sensory stimulations. do you releae your songs on the websitefirst and how much after do they get released on spotify ? thanks for creating and sharing. makes my life a little better?,"when releasing a new song/video, i try to release it at the exact same time everywhere. but unfortunately with the music stores don't allow me to set a release time. only a date."
What's the fifth letter in the title of your new song?,d.
bill quick give me a sexy chord progression?,"the sexiness of chords depends on much more than just what the names of the chords are, listed in the order that you used them."
Why do i always feel like i have to apologize for everything i do?,maybe everything you do is wrong.
can you help me with the four chords here: https://www.youtube.com/watch?v=n8X9_MgEdCg?,"Emin7, Cmaj7, Dadd2, Aadd2."
Your anagrams page shows 1 error in the console?,a console is not necessary to view the page.
"if you had a nickel for all of the dumb questions you have answered since the morning that you are reading this, how rich you you be?","well it would have to go toward paying the salary of the smart-dumb specialist, who would decide whether the questions are smart or dumb. which is a hard, nebulous, and completely pointless useless job which i would never hire anyone for nor do myself."
"if not, do you think you would be more fulfilled with friends and perhaps an SO? if you're ok then that's great, i'm just curious, hope i'm not being rude. love you bill. take care?",
also how many dollars in air conditioning are lost due to people feeling obliged to hold open doors?,"if no one did it for longer than 1 and a half seconds, that would be actually more efficient than 2 people opening the door separately."
where did you learn to talk?,"at home, and in the work place."
sounds like it's gonna be great from what i've heard?,
can you categorize dogs?,you can try.
maybe you could do a video about the history of Japan maybe?,seems like a waste of time.
i am running out of sanity where can i get some?,"in the earth's atmosphere, and on its surface."
how is the world?,pretty good.
"I have a feeling that in your soap tips videos you are not referring to actual soap (you don't rent, taste and get addicted to soap) Are you by any chance talking about drugs (among other things)?",no.
Bill do you think that its possible that grass maybe is not an ok concept?,nah.
"I am not trying to be antagonistic, but for that fellow I think it's important to get even basic cymbals and a couple toms. There are many videos on youtube for tuning them?",
is it comforting to know that you could sell out and make a ton of money at any time if things don't go right?,i think selling in actually creates much higher value in the long run.
"rain is relief, releasing of a burden?","oh, i agree."
im sorry about the things?,that's ok.
can you make up a new colour?,i will try.
how do you recommend to start learning piano?,"step one, find access to some kind of piano keyboard."
"What is the reason for the early instrumentals? (sincere Sam, frontier cave, illuminated glass container, etc.)?","just sort of seeing what i was capable of, in terms of 'normal' sounding things, which were also loopable. because loopability was something that seemed so standard in popular music at the time (and still) although i have since moved away from loopability, realizing that i have some other important strengths that i can and should be bringing to the table."
what would be some good questions to ask someone? (asking for a friend)?,something you want to know.
"Do you entertain requests to commission videos,?",no.
"Why is blue, blue, and not red?",most things are themselves.
Use one word to describe soap?,i just released a video the other day that describes soap in at least 6 different ways. it hardly seems necessary to explain it again now. if you are looking for the video check my website.
Do a barrel roll?,i will do one when i get a chance.
Calm down?,ok.
"pick song number 5 in your list. if you say midnight is 0/12 and go by minutes the time is 5, modulo 12?",random dot org provides much easier and more reliable randomization services.
what do you even do?,"arts, sometimes crafts."
What's the difference between 'living' and 'existing?'?,living is a much more complicated and interesting way of existing.
are dutch people better people?,than whom.
bill why do i feel things?,because there are things.
how much kilometers is 100 miles?,160.934.
10.10.176:29 pm  did you submit this question?,no.
Do you already know what song you're gonna do next?,i have it down to 12.
do you have any tips for kicking insomnia's ass?,no but as long as you are awake you could kick some various other types of ass.
Did you mention Canada in your new video so people would stop asking why you never mention Canada?​?,"how often are people supposed to mention canada, normally."
"I feel like now that your videos aren't constrained to 6 seconds, you have time to add pauses sometimes. Thoughts?​?",i think it's nice.
why do you use this as the only medium to communicate with your following?,"it's kind of like when you drive a car, you only drive one car at one time. and it's even better if that car was custom built to your exact preferences and specifications. i hope that makes sense."
How do I know what to do?,you'll just have to guess.
how do i change the world?,start by figuring out how it currently is.
whats your favorite type of COOL STUFF?,regular stuff.
what is the estimated amount of people that view this website?,"billions, if not zillions."
"Hi bill. I have been having a problem where my soap gets to be too soft, almost like it is melting. Do you have any soap tips for resolving this situation?",find something to carry it in like maybe a backpack or fanny pack.
are you considering suicide?,no.
Do you have any interest in writing music for people other than yourself?,maybe but also not really.
I want you to know that the plural of beef is beeves. It's just too important?,"you're right, that is pretty important. thank you."
how do I know if I'm bad at Twitter or if I just haven't been discovered yet?,you get to decide.
when is the united states going to declare independence from britain?,they might have already done it.
What is the longest word you know?,flannel.
how does one think up a question?,so far you're doing great.
How did you come up with this beautiful channel and ideas :))?,i'm just trying to be reasonable.
how do I approach this girl in my calc lecture that I like?,start asking her some math problems.
"do you think there will be a point where you've answered every question and there will be no more questions to answer (over 30,000 questions and counting holy hell)?",
do a vid on how to tell a person u like them. i think it would be cool to c what u come up with?,you can't.
how long did the soap video take to make?,12 days.
do you think that the world has been advancing throughout time or no?,yes.
"Great job on the soap video! It seemed like there were one or two callbacks to other videos;was that intentional,?",no.
can you submit a question?,sure but i'm not going to.
Would you do a song with Eminem?,sure.
Is the pope still the pope?,i will check.
do you enjoy staring at the sun?,no.
Do you have any party tricks?,get lots and lots of work done.
Why do i always burn my pies?,perhaps because it's fun.
Is murder killing?,"yes, i'm pretty sure it is."
Is killing murder?,i think so.
trump?,"ah, i see what you mean."
how do i make my roommate pay his rent?,"start paying someone else's rent, and hopefully your roommate will learn by example."
whats a perfect saturday morning?,.
how do i keep from being forgotten?,change the world.
Clownfish?,you make an insteresting point.
How High are you while doing your videos?,just enough.
you seem self absorbed and i dont think thats a bad thing?,what gave you that idea.
i am the eighth viewer of soap tips. how do you feel about this?,"i don't think that's actually true, becuase when i test viewed it, it had 5 views but more than 1000 likes."
"How do you pronounce ueqstions? Tell me how to say it like a dictionary does, i.e. large is l-are-g?",questions.
hotdogs?,.
"did you know that for any number that is divisible by nine, when the digits are added up a lot, they become nine. (e.g. 423: 4+2+3 = 9, 423/9 = 47)?",.
Hi jeff hows life?,"hey joe, it's great, thanks for asking."
how can I express myself?,try a way that none of your peers seem to be doing.
how's the video coming along?,good.
10.8.178:34 am  why not change the notebook link on your main page to twitter?,"because i don't want to have a twitter link on the front page, and the notebook section is actually quite different, although it does include a lot of material which was also used for twitter, especially after 2014."
Seriously do you have a fucking life?,"yes, do you."
"So, correct me if I'm wrong, but I think you said before that you document your thoughts and processes and stuff, then cut and edit down all that documentation?","no, to even listen to all of it would take years."
"into your reality videos. Is 'sometimes i whatever' from that same documentation that the reality vids come from,?",yes.
When is your next unboxing video?,when was my previous unboxing video.
do you think people don't stop global warming because they are afraid of the cold?,no.
"are you ever gonna start filming videos ft. The Real Live Bill Wurtz again? (like i'm sad, i like, etc.)?",yes.
why did you move the q in questions?,i did not.
